equation_id,equation_title,equation_source_file,equation_line_number,equation_domain_family,wolfram_status,anchor_id,anchor_title,anchor_semantic_kind,anchor_domain_family,anchor_source_file,anchor_line_number,mapping_method,line_distance
ID11041,Phone2 Category Type Theory Categorical Quantum-Classical Neural Functor QC Hilb,Quantum-Neural Cartographic Functor.txt,4,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11042,Phone2 Category Type Theory QuantumNeuralEntanglementProtocol Module,Quantum-Neural Cartographic Functor.txt,8,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11043,Phone2 Category Type Theory QuantumNeural CompiledFunction,Quantum-Neural Cartographic Functor.txt,16,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11044,Phone2 Category Type Theory bellStates Table,Quantum-Neural Cartographic Functor.txt,25,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11045,Phone2 Category Type Theory entanglementMatrix SparseArray,Quantum-Neural Cartographic Functor.txt,32,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11046,Phone2 Category Type Theory Neuron Neuron,Quantum-Neural Cartographic Functor.txt,34,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11047,Phone2 Category Type Theory classicalRelayMap Association,Quantum-Neural Cartographic Functor.txt,50,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11048,Phone2 Category Type Theory quantumBit Extract Ψ Neural I,Quantum-Neural Cartographic Functor.txt,54,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11049,Phone2 Category Type Theory I,Quantum-Neural Cartographic Functor.txt,61,category_type_theory,wolfram_rescue_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11050,Phone2 Category Type Theory QuantumState quantumBit,Quantum-Neural Cartographic Functor.txt,62,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11051,Phone2 Category Type Theory ClassicalRelay classicalBit,Quantum-Neural Cartographic Functor.txt,63,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11052,Phone2 Category Type Theory SphereCoordinate With,Quantum-Neural Cartographic Functor.txt,64,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11053,Phone2 Category Type Theory AntipodalEntangled Antipodal,Quantum-Neural Cartographic Functor.txt,73,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11054,Phone2 Category Type Theory NeuralPosition TransformToAllenBrainAtlas sphereAxis,Quantum-Neural Cartographic Functor.txt,76,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11055,Phone2 Category Type Theory quantumWalkOperator MatrixExp,Quantum-Neural Cartographic Functor.txt,84,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11056,Phone2 Category Type Theory EntangledNeuralState quantumWalkOperator,Quantum-Neural Cartographic Functor.txt,94,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11057,Phone2 Category Type Theory ClassicalRelayConfiguration classicalRelayMap,Quantum-Neural Cartographic Functor.txt,95,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11058,Phone2 Category Type Theory TopologicalInvariants PersistentHomology entanglemen,Quantum-Neural Cartographic Functor.txt,96,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11059,Phone2 Category Type Theory InformationFlow QuantumMutualInformation,Quantum-Neural Cartographic Functor.txt,97,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11060,Phone2 Category Type Theory CompilationTarget WolframEngine,Quantum-Neural Cartographic Functor.txt,103,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11061,Phone2 Category Type Theory RuntimeAttributes Listable Parallelized,Quantum-Neural Cartographic Functor.txt,104,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11062,Phone2 Category Type Theory NeuralManifoldRicciFlow Module,Quantum-Neural Cartographic Functor.txt,114,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11063,Phone2 Category Type Theory riemannianMetric X Y Module,Quantum-Neural Cartographic Functor.txt,121,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11064,Phone2 Category Type Theory neuralMetric SparseArray,Quantum-Neural Cartographic Functor.txt,124,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11065,Phone2 Category Type Theory I J Exp -EuclideanDistance,Quantum-Neural Cartographic Functor.txt,126,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11066,Phone2 Category Type Theory quantumMetric Table,Quantum-Neural Cartographic Functor.txt,133,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11067,Phone2 Category Type Theory ricciTensor CompiledFunction,Quantum-Neural Cartographic Functor.txt,146,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11068,Phone2 Category Type Theory Christoffel Table,Quantum-Neural Cartographic Functor.txt,150,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11069,Phone2 Category Type Theory riemannTensor Table,Quantum-Neural Cartographic Functor.txt,158,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11070,Phone2 Category Type Theory entanglementCurvature Ψ Ψ Module,Quantum-Neural Cartographic Functor.txt,180,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11071,Phone2 Category Type Theory Concurrence QuantumConcurrence Ψ Ψ,Quantum-Neural Cartographic Functor.txt,182,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11072,Phone2 Category Type Theory geometricPhase Arg Ψ U Ψ,Quantum-Neural Cartographic Functor.txt,184,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11073,Phone2 Category Type Theory pathIntegral CompiledFunction,Quantum-Neural Cartographic Functor.txt,208,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11074,Phone2 Category Type Theory pathSum Module,Quantum-Neural Cartographic Functor.txt,234,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11075,Phone2 Category Type Theory Paths Table,Quantum-Neural Cartographic Functor.txt,236,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11076,Phone2 Category Type Theory Trajectory Table,Quantum-Neural Cartographic Functor.txt,239,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11077,Phone2 Category Type Theory Position Point,Quantum-Neural Cartographic Functor.txt,255,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11078,Phone2 Category Type Theory SphereAxis sphereIndex,Quantum-Neural Cartographic Functor.txt,256,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11079,Phone2 Category Type Theory Depth T Depth,Quantum-Neural Cartographic Functor.txt,257,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11080,Phone2 Category Type Theory stochasticNeuralEvolution StochasticProcess,Quantum-Neural Cartographic Functor.txt,281,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11081,Phone2 Category Type Theory Ψ T -I/ Neural + V Entanglement Ψ,Quantum-Neural Cartographic Functor.txt,284,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11082,Phone2 Category Type Theory Dψ/dt Ψ T + Ψ + Σ dW,Quantum-Neural Cartographic Functor.txt,297,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11083,Phone2 Category Type Theory TopologicalNeuralObservatory Module,Quantum-Neural Cartographic Functor.txt,307,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11084,Phone2 Category Type Theory echDeRhamComplex CompiledFunction,Quantum-Neural Cartographic Functor.txt,314,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11085,Phone2 Category Type Theory echNerve Module openCover Intersections,Quantum-Neural Cartographic Functor.txt,322,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11086,Phone2 Category Type Theory openCover Table,Quantum-Neural Cartographic Functor.txt,323,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11087,Phone2 Category Type Theory Intersections Table,Quantum-Neural Cartographic Functor.txt,331,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11088,Phone2 Category Type Theory differentialForms Table,Quantum-Neural Cartographic Functor.txt,343,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11089,Phone2 Category Type Theory Degree K,Quantum-Neural Cartographic Functor.txt,345,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11090,Phone2 Category Type Theory Degree Degree,Quantum-Neural Cartographic Functor.txt,356,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11091,Phone2 Category Type Theory Form Form,Quantum-Neural Cartographic Functor.txt,357,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11092,Phone2 Category Type Theory Cohomology KernelDimension D /ImageDimension D,Quantum-Neural Cartographic Functor.txt,358,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11093,Phone2 Category Type Theory echNerve echNerve,Quantum-Neural Cartographic Functor.txt,366,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11094,Phone2 Category Type Theory DeRhamCohomology differentialForms,Quantum-Neural Cartographic Functor.txt,367,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11095,Phone2 Category Type Theory BettiNumbers Table,Quantum-Neural Cartographic Functor.txt,368,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11096,Phone2 Category Type Theory persistentNeuralHomology Module,Quantum-Neural Cartographic Functor.txt,382,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11097,Phone2 Category Type Theory Filtration Table,Quantum-Neural Cartographic Functor.txt,384,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11098,Phone2 Category Type Theory QuantumEntanglementStrength Threshold,Quantum-Neural Cartographic Functor.txt,387,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11099,Phone2 Category Type Theory persistenceDiagram RipserPersistenceDiagram Filtrati,Quantum-Neural Cartographic Functor.txt,392,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11100,Phone2 Category Type Theory persistenceLandscape Table,Quantum-Neural Cartographic Functor.txt,394,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11101,Phone2 Category Type Theory Birth Death Interval,Quantum-Neural Cartographic Functor.txt,396,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11102,Phone2 Category Type Theory PersistenceDiagram persistenceDiagram,Quantum-Neural Cartographic Functor.txt,405,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11103,Phone2 Category Type Theory PersistenceLandscape persistenceLandscape,Quantum-Neural Cartographic Functor.txt,406,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11104,Phone2 Category Type Theory QuantumNeuralMeasurementProtocol Module,Quantum-Neural Cartographic Functor.txt,419,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11105,Phone2 Category Type Theory povmMeasurement CompiledFunction,Quantum-Neural Cartographic Functor.txt,426,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11106,Phone2 Category Type Theory Π Table,Quantum-Neural Cartographic Functor.txt,434,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11107,Phone2 Category Type Theory sphereState Normalize,Quantum-Neural Cartographic Functor.txt,436,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11108,Phone2 Category Type Theory Projector OuterProduct sphereState ConjugateTranspos,Quantum-Neural Cartographic Functor.txt,443,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11109,Phone2 Category Type Theory Probabilities Table,Quantum-Neural Cartographic Functor.txt,458,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11110,Phone2 Category Type Theory classicalShadow Module,Quantum-Neural Cartographic Functor.txt,464,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11111,Phone2 Category Type Theory randomMeasurements RandomChoice,Quantum-Neural Cartographic Functor.txt,466,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11112,Phone2 Category Type Theory Outcomes Map,Quantum-Neural Cartographic Functor.txt,471,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11113,Phone2 Category Type Theory State Extract Ρ Neural Qubit Qubit,Quantum-Neural Cartographic Functor.txt,476,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11114,Phone2 Category Type Theory Result RandomChoice,Quantum-Neural Cartographic Functor.txt,477,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11115,Phone2 Category Type Theory Eigenvalues Measurement,Quantum-Neural Cartographic Functor.txt,478,category_type_theory,wolfram_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11116,Phone2 Category Type Theory Weights Abs Eigenvectors Measurement,Quantum-Neural Cartographic Functor.txt,479,category_type_theory,wolfram_cleanup_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11117,Phone2 Category Type Theory quantumFisher Module,Quantum-Neural Cartographic Functor.txt,498,category_type_theory,wolfram_cleanup_fragment_carrier_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11118,Phone2 Category Type Theory Eigenvalues Eigenvectors Eigensystem Ρ Neural,Quantum-Neural Cartographic Functor.txt,500,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11119,Phone2 Category Type Theory MeasurementProbabilities Probabilities,Quantum-Neural Cartographic Functor.txt,516,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11120,Phone2 Category Type Theory ClassicalShadow classicalShadow,Quantum-Neural Cartographic Functor.txt,517,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11121,Phone2 Category Type Theory QuantumFisherInfo quantumFisher,Quantum-Neural Cartographic Functor.txt,518,category_type_theory,wolfram_equation_parse_verified,PHONE2_ANCHOR_011,Theorem 1 (Fundamental Homeomorphism),Theorem,category_type_theory,AntipodalEntanglement.txt,114,top_same_domain,-1
ID11122,Phone2 Parker-GW Resonance Condition — Nabla 2 H Mu Nu Cdot Psi Text Solar Lambda N Psi Text,latext.txt,102,field_topology_mhd,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_001,Parker-GW Resonance Condition,Theorem,gyromagnetic_gravity,latext.txt,100,nearest_prior_same_source,2
ID11123,Phone2 Parker-GW Resonance Condition — Lambda N - Left Frac N Pi L Right 2 + I Frac Omega Tex,latext.txt,106,signal_wave,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_001,Parker-GW Resonance Condition,Theorem,gyromagnetic_gravity,latext.txt,100,nearest_prior_same_source,6
ID11124,Phone2 Modulation Signatures — Delta A Text Gw Epsilon Left Int Psi Text Solar Cdot H,latext.txt,194,general_math,wolfram_gold_anchor_symbolic_carrier_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,4
ID11125,Phone2 Modulation Signatures — Delta Phi Text Gw Frac 2 Pi N Text Wind C Int Text Pat,latext.txt,200,general_math,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,10
ID11126,Phone2 Modulation Signatures — F Text Sideband F Text Gw Pm N Omega Odot / 2 Pi Quad,latext.txt,206,signal_wave,wolfram_gold_anchor_symbolic_carrier_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,16
ID11127,Phone2 Modulation Signatures — Computationalcomplexity Module,latext.txt,218,optimization_computation,wolfram_gold_anchor_fragment_carrier_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,28
ID11128,Phone2 Modulation Signatures — Spatialgrid N 3,latext.txt,221,general_math,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,31
ID11129,Phone2 Modulation Signatures — Temporalsteps T/Dt,latext.txt,222,general_math,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,32
ID11130,Phone2 Modulation Signatures — Spectralmodes Product 2 L I + 1 I 1 Maxl,latext.txt,223,signal_wave,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_002,Modulation Signatures,Theorem,gyromagnetic_gravity,latext.txt,190,nearest_prior_same_source,33
ID11131,Phone2 Elsasser Universality — Lambda Frac B 2 Mu 0 Rho Eta Omega To 1 Pm 0,univision.txt,127,signal_wave,wolfram_gold_anchor_equation_parse_verified,PHONE2_ANCHOR_003,Elsasser Universality,Theorem,gyromagnetic_gravity,univision.txt,125,nearest_prior_same_source,2
ID11132,Phone2 Elsasser Universality — Elsasserconvergence System Module,univision.txt,135,optimization_computation,wolfram_gold_anchor_fragment_carrier_verified,PHONE2_ANCHOR_003,Elsasser Universality,Theorem,gyromagnetic_gravity,univision.txt,125,nearest_prior_same_source,10
