"atomic_index","parent_queue_index","local_atom_index","proposed_id","source_file","line_number","domain_family","semantic_kind","semantic_context","duplicate_status","readiness","wolfram_status","atomic_equation","wolfram_form_hint","formation_method","formation_inputs","formation_note","source_tag","mint_status","minted_id","mint_batch"
"1242","1207","1","PHONE2_NEXT+1242","AntipodalEntanglementProtocol.txt","383","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Squares → {","Squares -> {","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1207; staged only.","PHONE2","unminted","",""
"1243","1208","1","PHONE2_NEXT+1243","AntipodalEntanglementProtocol.txt","390","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","TruncationProof := Prove[","TruncationProof := Prove[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1208; staged only.","PHONE2","unminted","",""
"1244","1209","1","PHONE2_NEXT+1244","AntipodalEntanglementProtocol.txt","401","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","composition = TransportComposition,","composition = TransportComposition,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1209; staged only.","PHONE2","unminted","",""
"1245","1210","1","PHONE2_NEXT+1245","AntipodalEntanglementProtocol.txt","402","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","inverse = PathInverse,","inverse = PathInverse,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1210; staged only.","PHONE2","unminted","",""
"1246","1211","1","PHONE2_NEXT+1246","AntipodalEntanglementProtocol.txt","403","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","identity = Refl_base","identity = Refl_base","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1211; staged only.","PHONE2","unminted","",""
"1247","1212","1","PHONE2_NEXT+1247","AntipodalEntanglementProtocol.txt","408","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Operation → composition,","Operation -> composition,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1212; staged only.","PHONE2","unminted","",""
"1248","1213","1","PHONE2_NEXT+1248","AntipodalEntanglementProtocol.txt","409","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Identity → identity,","Identity -> identity,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1213; staged only.","PHONE2","unminted","",""
"1249","1214","1","PHONE2_NEXT+1249","AntipodalEntanglementProtocol.txt","410","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Inverse → inverse","Inverse -> inverse","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1214; staged only.","PHONE2","unminted","",""
"1250","1215","1","PHONE2_NEXT+1250","AntipodalEntanglementProtocol.txt","416","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CubicalExtension := Module[","CubicalExtension := Module[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1215; staged only.","PHONE2","unminted","",""
"1251","1216","1","PHONE2_NEXT+1251","AntipodalEntanglementProtocol.txt","431","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Glue[φ ↦ (T, f)] /. {","Glue[phi ↦ (T, f)] /. {","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1216; staged only.","PHONE2","unminted","",""
"1252","1217","1","PHONE2_NEXT+1252","AntipodalEntanglementProtocol.txt","439","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ModelValidation := Prove[","ModelValidation := Prove[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1217; staged only.","PHONE2","unminted","",""
"1253","1218","1","PHONE2_NEXT+1253","AntipodalEntanglementProtocol.txt","453","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ComplexityAnalysis := Module[","ComplexityAnalysis := Module[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1218; staged only.","PHONE2","unminted","",""
"1254","1219","1","PHONE2_NEXT+1254","AntipodalEntanglementProtocol.txt","457","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","b = BlobBitCount,","b = BlobBitCount,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1219; staged only.","PHONE2","unminted","",""
"1255","1220","1","PHONE2_NEXT+1255","AntipodalEntanglementProtocol.txt","458","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","k = HierarchyLevel,","k = HierarchyLevel,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1220; staged only.","PHONE2","unminted","",""
"1256","1221","1","PHONE2_NEXT+1256","AntipodalEntanglementProtocol.txt","461","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SETH = StrongExponentialTimeHypothesis,","SETH = StrongExponentialTimeHypothesis,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1221; staged only.","PHONE2","unminted","",""
"1257","1222","1","PHONE2_NEXT+1257","AntipodalEntanglementProtocol.txt","463","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","APSP = AllPairsShortestPaths,","APSP = AllPairsShortestPaths,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1222; staged only.","PHONE2","unminted","",""
"1258","1223","1","PHONE2_NEXT+1258","AntipodalEntanglementProtocol.txt","466","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_init = ComplexityProof[","T_init = ComplexityProof[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1223; staged only.","PHONE2","unminted","",""
"1259","1224","1","PHONE2_NEXT+1259","AntipodalEntanglementProtocol.txt","467","quantum_entanglement","Axiom","(* Univalence Axiom *)","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Claim → ""Initialization requires Θ(n log n) time"",","Claim -> ""Initialization requires Θ(n log n) time"",","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1224; staged only.","PHONE2","unminted","",""
"1260","1225","1","PHONE2_NEXT+1260","AntipodalEntanglementProtocol.txt","469","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Proof → Module[{},","Proof -> Module[{},","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1225; staged only.","PHONE2","unminted","",""
"1261","1226","1","PHONE2_NEXT+1261","AntipodalEntanglementProtocol.txt","471","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","LowerBound = Reduce[","LowerBound = Reduce[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1226; staged only.","PHONE2","unminted","",""
"1262","1227","1","PHONE2_NEXT+1262","AntipodalEntanglementProtocol.txt","472","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ElementDistinctness ≤_p AntipodalPairing,","ElementDistinctness <=_p AntipodalPairing,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1227; staged only.","PHONE2","unminted","",""
"1263","1228","1","PHONE2_NEXT+1263","AntipodalEntanglementProtocol.txt","473","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ElementDistinctness ∈ Ω(n log n)","ElementDistinctness ∈ Ω(n log n)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1228; staged only.","PHONE2","unminted","",""
"1264","1229","1","PHONE2_NEXT+1264","AntipodalEntanglementProtocol.txt","474","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","] ⟹ AntipodalPairing ∈ Ω(n log n),","] ⟹ AntipodalPairing ∈ Ω(n log n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1229; staged only.","PHONE2","unminted","",""
"1265","1230","1","PHONE2_NEXT+1265","AntipodalEntanglementProtocol.txt","477","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","UpperBound = Algorithm[","UpperBound = Algorithm[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1230; staged only.","PHONE2","unminted","",""
"1266","1231","1","PHONE2_NEXT+1266","AntipodalEntanglementProtocol.txt","482","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","] ⟹ Total ∈ O(n),","] ⟹ Total ∈ O(n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1231; staged only.","PHONE2","unminted","",""
"1267","1232","1","PHONE2_NEXT+1267","AntipodalEntanglementProtocol.txt","490","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_query = ComplexityClass[","T_query = ComplexityClass[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1232; staged only.","PHONE2","unminted","",""
"1268","1233","1","PHONE2_NEXT+1268","AntipodalEntanglementProtocol.txt","494","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","HierarchyNavigation → O(log k) (* Tree traversal *)","HierarchyNavigation -> O(log k) (* Tree traversal *)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1233; staged only.","PHONE2","unminted","",""
"1269","1234","1","PHONE2_NEXT+1269","AntipodalEntanglementProtocol.txt","498","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CC_entangle = CommunicationComplexity[","CC_entangle = CommunicationComplexity[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1234; staged only.","PHONE2","unminted","",""
"1270","1235","1","PHONE2_NEXT+1270","AntipodalEntanglementProtocol.txt","499","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Model → SimultaneousMessagePassing,","Model -> SimultaneousMessagePassing,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1235; staged only.","PHONE2","unminted","",""
"1271","1236","1","PHONE2_NEXT+1271","AntipodalEntanglementProtocol.txt","505","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Deterministic → Θ(n),","Deterministic -> Θ(n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1236; staged only.","PHONE2","unminted","",""
"1272","1237","1","PHONE2_NEXT+1272","AntipodalEntanglementProtocol.txt","506","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Randomized → Θ(√n), (* Via sketching *)","Randomized -> Θ(√n), (* Via sketching *)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1237; staged only.","PHONE2","unminted","",""
"1273","1238","1","PHONE2_NEXT+1273","AntipodalEntanglementProtocol.txt","507","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Quantum → Θ(∛n), (* Via amplitude amplification *)","Quantum -> Θ(∛n), (* Via amplitude amplification *)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1238; staged only.","PHONE2","unminted","",""
"1274","1239","1","PHONE2_NEXT+1274","AntipodalEntanglementProtocol.txt","511","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","H(Output) ≥ log₂(n) bits,","H(Output) >= log₂(n) bits,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1239; staged only.","PHONE2","unminted","",""
"1275","1240","1","PHONE2_NEXT+1275","AntipodalEntanglementProtocol.txt","519","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","TradeoffTheorem := Prove[","TradeoffTheorem := Prove[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1240; staged only.","PHONE2","unminted","",""
"1276","1241","1","PHONE2_NEXT+1276","AntipodalEntanglementProtocol.txt","522","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Space_A = ""Working memory"",","Space_A = ""Working memory"",","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1241; staged only.","PHONE2","unminted","",""
"1277","1242","1","PHONE2_NEXT+1277","AntipodalEntanglementProtocol.txt","523","quantum_entanglement","SemanticNote","Proof → Module[{},","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Time_A = ""Query time"",","Time_A = ""Query time"",","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1242; staged only.","PHONE2","unminted","",""
"1278","1243","1","PHONE2_NEXT+1278","AntipodalEntanglementProtocol.txt","525","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Proof → PebbleGameReduction[","Proof -> PebbleGameReduction[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1243; staged only.","PHONE2","unminted","",""
"1279","1244","1","PHONE2_NEXT+1279","AntipodalEntanglementProtocol.txt","526","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Graph → AntipodalEntanglementGraph,","Graph -> AntipodalEntanglementGraph,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1244; staged only.","PHONE2","unminted","",""
"1280","1245","1","PHONE2_NEXT+1280","AntipodalEntanglementProtocol.txt","527","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","BlackPebbles → Space,","BlackPebbles -> Space,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1245; staged only.","PHONE2","unminted","",""
"1281","1246","1","PHONE2_NEXT+1281","AntipodalEntanglementProtocol.txt","528","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Moves → Time,","Moves -> Time,","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1246; staged only.","PHONE2","unminted","",""
"1282","1247","1","PHONE2_NEXT+1282","AntipodalEntanglementProtocol.txt","534","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","ParallelClass := Module[","ParallelClass := Module[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1247; staged only.","PHONE2","unminted","",""
"1283","1248","1","PHONE2_NEXT+1283","AntipodalEntanglementProtocol.txt","536","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","NC_depth = O(log² n),","NC_depth = O(log² n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1248; staged only.","PHONE2","unminted","",""
"1284","1249","1","PHONE2_NEXT+1284","AntipodalEntanglementProtocol.txt","537","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Work = O(n log n),","Work = O(n log n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1249; staged only.","PHONE2","unminted","",""
"1285","1250","1","PHONE2_NEXT+1285","AntipodalEntanglementProtocol.txt","539","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","PRAM_algorithm = Algorithm[","PRAM_algorithm = Algorithm[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1250; staged only.","PHONE2","unminted","",""
"1286","1251","1","PHONE2_NEXT+1286","AntipodalEntanglementProtocol.txt","541","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Time → O(log n),","Time -> O(log n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1251; staged only.","PHONE2","unminted","",""
"1287","1252","1","PHONE2_NEXT+1287","AntipodalEntanglementProtocol.txt","542","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Model → CREW, (* Concurrent Read, Exclusive Write *)","Model -> CREW, (* Concurrent Read, Exclusive Write *)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1252; staged only.","PHONE2","unminted","",""
"1288","1253","1","PHONE2_NEXT+1288","AntipodalEntanglementProtocol.txt","549","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","AssociativeOp → PairingFunction","AssociativeOp -> PairingFunction","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1253; staged only.","PHONE2","unminted","",""
"1289","1254","1","PHONE2_NEXT+1289","AntipodalEntanglementProtocol.txt","559","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","QuantumAdvantage := Module[","QuantumAdvantage := Module[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1254; staged only.","PHONE2","unminted","",""
"1290","1255","1","PHONE2_NEXT+1290","AntipodalEntanglementProtocol.txt","562","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_search_classical = O(n),","T_search_classical = O(n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1255; staged only.","PHONE2","unminted","",""
"1291","1256","1","PHONE2_NEXT+1291","AntipodalEntanglementProtocol.txt","563","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_search_quantum = O(√n),","T_search_quantum = O(√n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1256; staged only.","PHONE2","unminted","",""
"1292","1257","1","PHONE2_NEXT+1292","AntipodalEntanglementProtocol.txt","569","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_HHL = O(log n * κ * poly(log(κ/ε))),","T_HHL = O(log n * κ * poly(log(κ/ε))),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1257; staged only.","PHONE2","unminted","",""
"1293","1258","1","PHONE2_NEXT+1293","AntipodalEntanglementProtocol.txt","570","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","κ = ConditionNumber[EntanglementMatrix],","κ = ConditionNumber[EntanglementMatrix],","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1258; staged only.","PHONE2","unminted","",""
"1294","1259","1","PHONE2_NEXT+1294","AntipodalEntanglementProtocol.txt","573","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","T_walk = O(√n * log n),","T_walk = O(√n * log n),","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1259; staged only.","PHONE2","unminted","",""
"1295","1260","1","PHONE2_NEXT+1295","AntipodalEntanglementProtocol.txt","574","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","MixingTime_quantum = O(√MixingTime_classical)","MixingTime_quantum = O(√MixingTime_classical)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1260; staged only.","PHONE2","unminted","",""
"1296","1261","1","PHONE2_NEXT+1296","AntipodalEntanglementProtocol.txt","577","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SpeedupFactor → √n","SpeedupFactor -> √n","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1261; staged only.","PHONE2","unminted","",""
"1297","1262","1","PHONE2_NEXT+1297","AntipodalEntanglementProtocol.txt","582","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","HardnessProofs := {","HardnessProofs := {","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1262; staged only.","PHONE2","unminted","",""
"1298","1263","1","PHONE2_NEXT+1298","AntipodalEntanglementProtocol.txt","587","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""#P-Complete"" → Prove[","""#P-Complete"" -> Prove[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1263; staged only.","PHONE2","unminted","",""
"1299","1264","1","PHONE2_NEXT+1299","AntipodalEntanglementProtocol.txt","588","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CountingPerfectMatchings ≤_p CountEntanglements","CountingPerfectMatchings <=_p CountEntanglements","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1264; staged only.","PHONE2","unminted","",""
"1300","1265","1","PHONE2_NEXT+1300","AntipodalEntanglementProtocol.txt","591","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","""PSPACE-Complete"" → Prove[","""PSPACE-Complete"" -> Prove[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1265; staged only.","PHONE2","unminted","",""
"1301","1266","1","PHONE2_NEXT+1301","AntipodalEntanglementProtocol.txt","592","quantum_entanglement","SemanticNote","Proof → PebbleGameReduction[","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","TQBF ≤_p VerifyEntanglementPath[polynomial_length]","TQBF <=_p VerifyEntanglementPath[polynomial_length]","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1266; staged only.","PHONE2","unminted","",""
"1302","1267","1","PHONE2_NEXT+1302","AntipodalEntanglementProtocol.txt","611","quantum_entanglement","Definition","Definition Sphere (n : nat) :=","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Definition Sphere (n : nat) :=","Definition Sphere (n : nat) :=","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1267; staged only.","PHONE2","unminted","",""
"1303","1268","1","PHONE2_NEXT+1303","AntipodalEntanglementProtocol.txt","616","quantum_entanglement","Definition","Definition antipode {n : nat} (x : Sphere n) : Sphere n :=","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","Definition antipode {n : nat} (x : Sphere n) : Sphere n :=","Definition antipode {n : nat} (x : Sphere n) : Sphere n :=","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1268; staged only.","PHONE2","unminted","",""
"1304","1269","1","PHONE2_NEXT+1304","AntipodalEntanglementProtocol.txt","624","quantum_entanglement","Definition","Definition antipode {n : nat} (x : Sphere n) : Sphere n :=","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","let x := sphere_point i in","let x := sphere_point i in","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1269; staged only.","PHONE2","unminted","",""
"1305","1270","1","PHONE2_NEXT+1305","AntipodalEntanglementProtocol.txt","634","quantum_entanglement","Theorem","Theorem antipodal_entanglement_bijection :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","(forall x, f (f x) = x)","(forall x, f (f x) = x)","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1270; staged only.","PHONE2","unminted","",""
"1306","1271","1","PHONE2_NEXT+1306","AntipodalEntanglementProtocol.txt","673","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","OptimizedImplementation := Module[","OptimizedImplementation := Module[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1271; staged only.","PHONE2","unminted","",""
"1307","1272","1","PHONE2_NEXT+1307","AntipodalEntanglementProtocol.txt","680","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","DataLayout = StructOfArrays[","DataLayout = StructOfArrays[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1272; staged only.","PHONE2","unminted","",""
"1308","1273","1","PHONE2_NEXT+1308","AntipodalEntanglementProtocol.txt","687","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","SIMDKernel = CompiledFunction[","SIMDKernel = CompiledFunction[","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1273; staged only.","PHONE2","unminted","",""
"1309","1274","1","PHONE2_NEXT+1309","AntipodalEntanglementProtocol.txt","704","quantum_entanglement","Lemma","Lemma query_complexity :","new_or_nonexact","id_ready","file_has_parse_clean_wolfram","CompilationOptions → {","CompilationOptions -> {","Phone2 atomic equation extraction","AntipodalEntanglementProtocol.txt","Atomized from Phone2 parent queue row 1274; staged only.","PHONE2","unminted","",""
