"id","title","uuid","loc_class","arxiv_class","RTEID","poloidal_theta_rad","toroidal_phi_rad","rteid_source","PiID","TZPi","PiPE_position"
"ID4380","Energy Evolution Equation","9459935b-db2b-5a82-82cf-48d61459fb61","QA - Mathematics: geometry and topology","math.DG","RTE:P17008.5127:T2.8921","17008.5127","2.8921","computed","1302164715509","4","4387"
"ID4381","Curvature Parametrization","fac199e8-0126-5f09-a77b-75542e338379","QC - Physics: relativity and gravitation","gr-qc","RTE:P17012.3959:T2.8985","17012.3959","2.8985","computed","3021647155097","7","4388"
"ID4382","Free Quantum Hamiltonian","87c2eb55-d5a9-5ed3-9b7a-9f7449759d0a","QA - Mathematics: geometry and topology","math.DG","RTE:P17016.2791:T2.9049","17016.2791","2.9049","computed","0216471550979","1","4389"
"ID4383","Coup Hamiltonian","f6d781a7-fab6-5ed8-8afd-a2e6148986be","QA - Mathematics: geometry and topology","math.DG","RTE:P17020.1624:T2.9113","17020.1624","2.9113","computed","2164715509792","5","4390"
"ID4384","Helix Hamiltonian","8f3676b3-db4d-58c8-9fba-946c40c59590","QA - Mathematics: geometry and topology","math.DG","RTE:P17024.0456:T2.9177","17024.0456","2.9177","computed","1647155097925","5","4391"
"ID4385","Lagrangian","46ee61ab-70ae-5adb-92b3-b398fdd50490","QA - Mathematics: geometry and topology","math.DG","RTE:P17027.9288:T2.9240","17027.9288","2.9240","computed","6471550979259","0","4392"
"ID4386","Phase Angle Definition","c9ac167b-e25e-5cee-b0c9-7c3ae875e571","QA - Mathematics: geometry and topology","math.DG","RTE:P17031.8120:T2.9304","17031.8120","2.9304","computed","4715509792592","9","4393"
"ID4387","Target Kinetic Term Relation","e8e7b2c1-7a78-5306-acd9-ebd382b023c4","QA - Mathematics: geometry and topology","math.DG","RTE:P17035.6953:T2.9368","17035.6953","2.9368","computed","7155097925923","7","4394"
"ID4388","Quantum Potential Energy Relation","67b29a53-3dff-5899-81a1-9277257c3b2a","QA - Mathematics: geometry and topology","math.DG","RTE:P17039.5785:T2.9432","17039.5785","2.9432","computed","1550979259230","9","4395"
"ID4389","Phase Angle Relation","f66b049f-24bd-5592-9fa6-2b891cf11b8b","QA - Mathematics: geometry and topology","math.DG","RTE:P17043.4617:T2.9496","17043.4617","2.9496","computed","5509792592309","2","4396"
"ID4390","Field Strength Functor","7c4492f8-a4bb-5b7e-b855-72d1e297d8de","QA - Mathematics: geometry and topology","math.DG","RTE:P17047.3449:T2.9560","17047.3449","2.9560","computed","5097925923099","5","4397"
"ID4391","Current Density","7281a929-b3b5-5c41-a9b7-e2b0d8178e6c","QA - Mathematics: geometry and topology","math.DG","RTE:P17051.2281:T2.9624","17051.2281","2.9624","computed","0979259230990","9","4398"
"ID4392","Current Density Evolution Equation","53bf473c-7508-55b8-bd39-bd0ed2c3989b","QA - Mathematics: geometry and topology","math.DG","RTE:P17055.1114:T2.9688","17055.1114","2.9688","computed","9792592309907","2","4399"
"ID4393","Current Density","a51cab21-f28c-5354-8225-10916faa0471","QA - Mathematics: geometry and topology","math.DG","RTE:P17058.9946:T2.9752","17058.9946","2.9752","computed","7925923099079","3","4400"
"ID4394","Meta Hamiltonian","debb3332-9fbb-5b58-aa24-8a840d04aa1c","QA - Mathematics: geometry and topology","math.DG","RTE:P17062.8778:T2.9816","17062.8778","2.9816","computed","9259230990796","0","4401"
"ID4395","Cymatic Hamiltonian","804c881b-126e-5726-aaee-78feaa9748f5","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17066.7610:T2.9880","17066.7610","2.9880","computed","2592309907965","9","4402"
"ID4396","Hamiltonian","a7c3c402-3030-5fa4-9d66-f52170cd3a6b","QA - Mathematics: geometry and topology","math.DG","RTE:P17070.6443:T2.9944","17070.6443","2.9944","computed","5923099079654","9","4403"
"ID4397","Quantum State Scaling Law","b25c9a28-faf2-55ab-920a-4430231ef53b","QA - Mathematics: geometry and topology","math.DG","RTE:P17074.5275:T3.0008","17074.5275","3.0008","computed","9230990796547","0","4404"
"ID4398","Free Hamiltonian","6e1b338f-48aa-5433-8b90-f7739012bc4e","QA - Mathematics: geometry and topology","math.DG","RTE:P17078.4107:T3.0072","17078.4107","3.0072","computed","2309907965473","7","4405"
"ID4399","Quantum Hamiltonian","70e94451-fb3a-5d4c-9ba2-daf4c4c15c27","QA - Mathematics: geometry and topology","math.DG","RTE:P17082.2939:T3.0136","17082.2939","3.0136","computed","3099079654737","9","4406"
"ID4400","Hamiltonian","8408180e-4627-5ebf-964a-461cb6e1143b","QA - Mathematics: geometry and topology","math.DG","RTE:P17086.1771:T3.0200","17086.1771","3.0200","computed","0990796547376","6","4407"
"ID4401","Helix Hamiltonian","5ec28c0c-b6fd-5d71-a8eb-1552f7624b50","QA - Mathematics: geometry and topology","math.DG","RTE:P17090.0604:T3.0264","17090.0604","3.0264","computed","9907965473761","5","4408"
"ID4402","Curvature Parametrization","24b0d241-1fbf-537f-a9d4-6466aac48f93","QC - Physics: relativity and gravitation","gr-qc","RTE:P17093.9436:T3.0328","17093.9436","3.0328","computed","9079654737612","4","4409"
"ID4403","Meta Hamiltonian","1160dc59-12f0-516b-a10b-d038bed995c1","QA - Mathematics: geometry and topology","math.DG","RTE:P17097.8268:T3.0392","17097.8268","3.0392","computed","0796547376125","7","4410"
"ID4404","Meta Hamiltonian","1f754696-c2cc-5dc7-9706-dee30cac1125","QA - Mathematics: geometry and topology","math.DG","RTE:P17101.7100:T3.0456","17101.7100","3.0456","computed","7965473761255","3","4411"
"ID4405","Combo Capacitance Relation","011ca099-c54d-5d03-8b69-045b8f677c2c","QA - Mathematics: geometry and topology","math.DG","RTE:P17105.5933:T3.0520","17105.5933","3.0520","computed","9654737612551","7","4412"
"ID4406","Stress-Energy Tensor","1eac74fb-b4e1-5f65-a91a-9952ea1c47e2","QA - Mathematics: geometry and topology","math.DG","RTE:P17109.4765:T3.0584","17109.4765","3.0584","computed","6547376125517","6","4413"
"ID4407","Stress-Energy Tensor","34fd74e5-2b95-545e-aec4-45ca0f3a0d3b","QA - Mathematics: geometry and topology","math.DG","RTE:P17113.3597:T3.0648","17113.3597","3.0648","computed","5473761255176","1","4414"
"ID4408","Displacement Field","7bdee8ee-4885-5a8f-b36a-1eebf2252887","QA - Mathematics: geometry and topology","math.DG","RTE:P17117.2429:T3.0712","17117.2429","3.0712","computed","4737612551765","2","4415"
"ID4409","Displacement Relation","dc615278-0e64-56cc-9901-efc1b351e641","QA - Mathematics: geometry and topology","math.DG","RTE:P17121.1261:T3.0776","17121.1261","3.0776","computed","7376125517656","5","4416"
"ID4410","Delta Scaling Law","0270dee8-9280-58fc-912d-f51a3d0316de","QA - Mathematics: geometry and topology","math.DG","RTE:P17125.0094:T3.0840","17125.0094","3.0840","computed","3761255176567","5","4417"
"ID4411","Angular Velocity Relation","6fe53065-0e25-5f68-8a40-9ffe782765d2","QA - Mathematics: geometry and topology","math.DG","RTE:P17128.8926:T3.0904","17128.8926","3.0904","computed","7612551765675","1","4418"
"ID4412","Quantum Quantum State Relation","fe6abd65-0c6e-5e59-8cbd-e31bd2730fe6","QA - Mathematics: geometry and topology","math.DG","RTE:P17132.7758:T3.0968","17132.7758","3.0968","computed","6125517656751","7","4419"
"ID4413","Combo Quantum Hamiltonian","e96c53ce-4d3e-5f61-a159-115051137ac0","QA - Mathematics: geometry and topology","math.DG","RTE:P17136.6590:T3.1032","17136.6590","3.1032","computed","1255176567513","6","4420"
"ID4414","Combo Pi Expansion","2c3bfdb3-e32a-59e5-bb3f-ebb3b0d76a0e","QA - Mathematics: geometry and topology","math.DG","RTE:P17140.5422:T3.1096","17140.5422","3.1096","computed","2551765675135","5","4421"
"ID4415","Quantum Angular Velocity Functional","d399c72b-12a5-5dcd-9fad-62e564c709ab","QA - Mathematics: geometry and topology","math.DG","RTE:P17144.4255:T3.1160","17144.4255","3.1160","computed","5517656751357","6","4422"
"ID4416","Eigenvalue","213c1da8-18d9-5dca-b967-ec106200f8a2","QA - Mathematics: geometry and topology","math.DG","RTE:P17148.3087:T3.1224","17148.3087","3.1224","computed","5176567513575","7","4423"
"ID4417","Quantum Density Divergence Field Equation","bc5c129c-20ad-569b-a361-5df190c3795e","QA - Mathematics: geometry and topology","math.DG","RTE:P17152.1919:T3.1288","17152.1919","3.1288","computed","1765675135751","5","4424"
"ID4418","Pack PackSphere TorPack Relation","5100c2ba-0193-5779-8945-ab31d5072566","QA - Mathematics: geometry and topology","math.DG","RTE:P17156.0751:T3.1352","17156.0751","3.1352","computed","7656751357517","1","4425"
"ID4419","Packingsphere Hamiltonian","5db058a6-877a-5bc1-aa58-c4f3266eb34b","QA - Mathematics: geometry and topology","math.DG","RTE:P17159.9584:T3.1416","17159.9584","3.1416","computed","6567513575178","3","4426"
"ID4420","Entmap Energy Tensor Coupling","05dec5da-b75a-59ec-bfe8-5eeb4b99975a","QA - Mathematics: geometry and topology","math.DG","RTE:P17163.8416:T3.1480","17163.8416","3.1480","computed","5675135751782","5","4427"
"ID4421","Pi Expectation Value","94028b7f-9891-50e2-976d-e48e7ced06a8","QA - Mathematics: geometry and topology","math.DG","RTE:P17167.7248:T3.1544","17167.7248","3.1544","computed","6751357517829","7","4428"
"ID4422","Angular Velocity Relation","cc983fe5-39bf-5d41-a17b-6c337891dee6","QA - Mathematics: geometry and topology","math.DG","RTE:P17171.6080:T3.1608","17171.6080","3.1608","computed","7513575178296","5","4429"
"ID4423","Combo Holonomy Capacitance Functional","5130c59c-f5d0-5f73-8eef-720d351c3314","QA - Mathematics: geometry and topology","math.DG","RTE:P17175.4912:T3.1672","17175.4912","3.1672","computed","5135751782966","1","4430"
"ID4424","Connection Relation","c4e8afe6-0d66-512c-9068-f2181a47f5a9","QA - Mathematics: geometry and topology","math.DG","RTE:P17179.3745:T3.1736","17179.3745","3.1736","computed","1357517829666","7","4431"
"ID4425","Quantum Density","ce754247-faad-5ccb-a746-2a0afa838fa3","QA - Mathematics: geometry and topology","math.DG","RTE:P17183.2577:T3.1800","17183.2577","3.1800","computed","3575178296664","8","4432"
"ID4426","Combo Chemical Potential Functional","2e95d5dd-2815-5a47-836a-2d6a74e45806","QA - Mathematics: geometry and topology","math.DG","RTE:P17187.1409:T3.1864","17187.1409","3.1864","computed","5751782966645","2","4433"
"ID4427","Phase Angle Relation","3ed7c53d-e1ef-5010-8a08-b3964279d52a","QA - Mathematics: geometry and topology","math.DG","RTE:P17191.0241:T3.1928","17191.0241","3.1928","computed","7517829666454","9","4434"
"ID4428","Quantum State Relation","1978496b-608f-5bf6-ae26-33f401bcc843","QA - Mathematics: geometry and topology","math.DG","RTE:P17194.9074:T3.1992","17194.9074","3.1992","computed","5178296664547","6","4435"
"ID4429","Combo Quantum Hamiltonian","6be77944-dc08-5238-b2c6-c89d07b1f497","QA - Mathematics: geometry and topology","math.DG","RTE:P17198.7906:T3.2056","17198.7906","3.2056","computed","1782966645477","6","4436"
"ID4430","Curvature Relation","f936a17f-ddc7-52e2-9465-e7a7c9dfaa06","QC - Physics: relativity and gravitation","gr-qc","RTE:P17202.6738:T3.2120","17202.6738","3.2120","computed","7829666454779","6","4437"
"ID4431","Pack PackSphere Relation","e0727464-3003-51eb-9532-cccf1ceec2f6","QA - Mathematics: geometry and topology","math.DG","RTE:P17206.5570:T3.2184","17206.5570","3.2184","computed","8296664547791","4","4438"
"ID4432","Magnetic Helicity Relation","3bc4ddeb-1301-5fb3-a84a-610f0970ebdb","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17210.4402:T3.2248","17210.4402","3.2248","computed","2966645477917","5","4439"
"ID4433","QT Hilb TorPack Relation","ac1ec37a-56b6-5e01-99d7-de95e03d06e4","QA - Mathematics: geometry and topology","math.DG","RTE:P17214.3235:T3.2312","17214.3235","3.2312","computed","9666454779174","4","4440"
"ID4434","Kiss Field Strength Relation","6724856d-179d-5216-9838-c346506f6642","QA - Mathematics: geometry and topology","math.DG","RTE:P17218.2067:T3.2376","17218.2067","3.2376","computed","6664547791745","7","4441"
"ID4435","Daan Magnetic Field","30bd0b53-8ae4-5bb3-a371-b8093195e10a","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17222.0899:T3.2440","17222.0899","3.2440","computed","6645477917450","7","4442"
"ID4436","Toroidal Magnetic Field","29739ef4-9283-5d7e-9092-a04180f79dc7","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17225.9731:T3.2504","17225.9731","3.2504","computed","6454779174501","9","4443"
"ID4437","Time Complexity Relation","28c98061-027b-533e-876d-3a826bb40b8c","QA - Mathematics: geometry and topology","math.DG","RTE:P17229.8564:T3.2568","17229.8564","3.2568","computed","4547791745011","1","4444"
"ID4438","Quantum Advantage Relation","f105e0bb-bbca-5272-b358-a1b0c7937a21","QA - Mathematics: geometry and topology","math.DG","RTE:P17233.7396:T3.2632","17233.7396","3.2632","computed","5477917450112","7","4445"
"ID4439","Associated with Metamaterial Sphere Defined Relation","37af896a-6394-57d1-95a5-46362136cddf","TK - Electrical engineering: applied electromagnetics","physics.app-ph","RTE:P17237.6228:T3.2696","17237.6228","3.2696","computed","4779174501129","4","4446"
"ID4440","Cymatic Hamiltonian","dca02f40-6da4-568f-a359-542654ac49f9","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17241.5060:T3.2760","17241.5060","3.2760","computed","7791745011299","5","4447"
"ID4441","Trawin Zero Point We Operator","c3a59024-c244-5fdd-8f62-f05481c7e508","QA - Mathematics: geometry and topology","math.DG","RTE:P17245.3892:T3.2824","17245.3892","3.2824","computed","7917450112996","0","4448"
"ID4442","Quantum Zeta-Regularized Energy Expansion","d7829dfb-0211-50ff-9512-dc5860097f08","QA - Mathematics: geometry and topology","math.DG","RTE:P17249.2725:T3.2888","17249.2725","3.2888","computed","9174501129961","1","4449"
"ID4443","Quantum Coupling Constant Relation","b947a8aa-551c-5975-9af6-0a56a11ba56c","QA - Mathematics: geometry and topology","math.DG","RTE:P17253.1557:T3.2952","17253.1557","3.2952","computed","1745011299614","1","4450"
"ID4444","Lattice Spectral Gap Definition","e76d0a14-972d-5711-a7bc-ee2272095f9b","QA - Mathematics: geometry and topology","math.DG","RTE:P17257.0389:T3.3016","17257.0389","3.3016","computed","7450112996148","2","4451"
"ID4445","Connection Evolution Equation","365ec78b-0072-5e78-bb28-3f379c11b8aa","QA - Mathematics: geometry and topology","math.DG","RTE:P17260.9221:T3.3079","17260.9221","3.3079","computed","4501129961489","9","4452"
"ID4446","Vector Potential Bound","caa6b022-985a-5eba-8ea4-a9547a044b0f","QA - Mathematics: geometry and topology","math.DG","RTE:P17264.8054:T3.3143","17264.8054","3.3143","computed","5011299614890","9","4453"
"ID4447","Entry Partition Function Definition","bca6bb08-46e4-52dc-9d20-a3879bd9b54a","QA - Mathematics: geometry and topology","math.DG","RTE:P17268.6886:T3.3207","17268.6886","3.3207","computed","0112996148903","6","4454"
"ID4448","Definition of f_ref","d467d89b-058b-5d7b-b5ae-48c538bf348e","QA - Mathematics: geometry and topology","math.DG","RTE:P17272.5718:T3.3271","17272.5718","3.3271","computed","1129961489030","1","4455"
"ID4449","Flux Action Bound","925cd58e-1fd7-5127-8bef-deafe4c5d547","QA - Mathematics: geometry and topology","math.DG","RTE:P17276.4550:T3.3335","17276.4550","3.3335","computed","1299614890304","4","4456"
"ID4450","Entry Holonomy Pi Evolution Equation","ff133888-e06c-50ac-848b-eb47f24400c9","QA - Mathematics: geometry and topology","math.DG","RTE:P17280.3382:T3.3399","17280.3382","3.3399","computed","2996148903046","8","4457"
"ID4451","Transfer Operator","1ba10d13-dc79-5699-9b43-cad68dc9a1df","QA - Mathematics: geometry and topology","math.DG","RTE:P17284.2215:T3.3463","17284.2215","3.3463","computed","9961489030463","9","4458"
"ID4452","Entry Quantum Pressure Definition","1b282923-411f-5b6d-8625-554e21e1946c","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17288.1047:T3.3527","17288.1047","3.3527","computed","9614890304639","0","4459"
"ID4453","Entry Viscosity Definition","3c15fbc0-f3fa-5b08-a203-dc9c423c1751","QA - Mathematics: geometry and topology","math.DG","RTE:P17291.9879:T3.3591","17291.9879","3.3591","computed","6148903046399","3","4460"
"ID4454","Magnetic Helicity Definition","74ad3f0d-dd21-5591-9a67-0b2f850fc7b3","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17295.8711:T3.3655","17295.8711","3.3655","computed","1489030463994","0","4461"
"ID4455","Permittivity Definition","3324de9e-c582-56a9-afaf-74631d08af4e","QA - Mathematics: geometry and topology","math.DG","RTE:P17299.7544:T3.3719","17299.7544","3.3719","computed","4890304639947","4","4462"
"ID4456","Chemical Potential Definition","60e431fd-279e-59f1-9085-879d97f15abb","QA - Mathematics: geometry and topology","math.DG","RTE:P17303.6376:T3.3783","17303.6376","3.3783","computed","8903046399471","6","4463"
"ID4457","Greens Function Definition","7e08b771-7ddd-5f20-a06c-5e625696d59b","QA - Mathematics: geometry and topology","math.DG","RTE:P17307.5208:T3.3847","17307.5208","3.3847","computed","9030463994713","3","4464"
"ID4458","Curvature Relation","049ed674-776b-5cd7-b716-50b7b3923b28","QC - Physics: relativity and gravitation","gr-qc","RTE:P17311.4040:T3.3911","17311.4040","3.3911","computed","0304639947132","9","4465"
"ID4459","Holonomy Theta Definition","4cd7d6af-042a-53ae-a925-c023738de1ab","QA - Mathematics: geometry and topology","math.DG","RTE:P17315.2872:T3.3975","17315.2872","3.3975","computed","3046399471329","9","4466"
"ID4460","Permittivity Definition","ebf3ca5f-5a9a-505e-9fb0-2e13b18eccc5","QA - Mathematics: geometry and topology","math.DG","RTE:P17319.1705:T3.4039","17319.1705","3.4039","computed","0463994713296","4","4467"
"ID4461","Entry Self-Energy Divergence Field Equation","13e59447-9b59-563b-bcbc-9b5d4950ca12","QA - Mathematics: geometry and topology","math.DG","RTE:P17323.0537:T3.4103","17323.0537","3.4103","computed","4639947132962","7","4468"
"ID4462","Chemical Potential Definition","b53822b5-728c-584e-a38d-a7e24cdbc3d1","QA - Mathematics: geometry and topology","math.DG","RTE:P17326.9369:T3.4167","17326.9369","3.4167","computed","6399471329621","1","4469"
"ID4463","Curvature Definition","c25d3f6b-a69e-50c3-852a-33bcde9c0bd3","QC - Physics: relativity and gravitation","gr-qc","RTE:P17330.8201:T3.4231","17330.8201","3.4231","computed","3994713296210","3","4470"
"ID4464","Entry Spectral Gap Definition","5376a137-346c-5a79-b64a-b6e38968827c","QA - Mathematics: geometry and topology","math.DG","RTE:P17334.7034:T3.4295","17334.7034","3.4295","computed","9947132962107","2","4471"
"ID4465","Quantum Magnetization Definition","74f4b9ff-6edf-57dd-9c0e-42f7e6a850a1","QA - Mathematics: geometry and topology","math.DG","RTE:P17338.5866:T3.4359","17338.5866","3.4359","computed","9471329621073","9","4472"
"ID4466","Delta Definition","93d1cc1b-3448-5232-83b3-f117418d48e4","QA - Mathematics: geometry and topology","math.DG","RTE:P17342.4698:T3.4423","17342.4698","3.4423","computed","4713296210734","6","4473"
"ID4467","Entry Spectral Gap Definition","bcbb294b-4f83-5442-a570-d8efea01db57","QA - Mathematics: geometry and topology","math.DG","RTE:P17346.3530:T3.4487","17346.3530","3.4487","computed","7132962107340","2","4474"
"ID4468","Modal Frequency Relation","3b194fb5-9acd-55d6-bf9a-fae771d88622","QA - Mathematics: geometry and topology","math.DG","RTE:P17350.2362:T3.4551","17350.2362","3.4551","computed","1329621073404","1","4475"
"ID4469","Entry Potential Functional","786cb03c-034c-5413-abba-665aeaa5d88d","QA - Mathematics: geometry and topology","math.DG","RTE:P17354.1195:T3.4615","17354.1195","3.4615","computed","3296210734043","0","4476"
"ID4470","Pressure Definition","608c7e88-f7e8-5ae7-8212-10b5969eedd0","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17358.0027:T3.4679","17358.0027","3.4679","computed","2962107340437","7","4477"
"ID4471","Pressure Relation","1ecf6602-f3fd-5a54-bd25-fc4aa78094b3","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17361.8859:T3.4743","17361.8859","3.4743","computed","9621073404375","3","4478"
"ID4472","Magnetic Field","e603699f-262d-51f5-8663-8e967fc0be44","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17365.7691:T3.4807","17365.7691","3.4807","computed","6210734043751","4","4479"
"ID4473","Entry Action Definition","7d52bca3-dcac-5a6c-9087-4d6e47167755","QA - Mathematics: geometry and topology","math.DG","RTE:P17369.6524:T3.4871","17369.6524","3.4871","computed","2107340437518","0","4480"
"ID4474","Zeta-Regularized Zeta Function Expansion","cbcadd82-0947-5f34-a3e0-c3110f09607b","QA - Mathematics: geometry and topology","math.DG","RTE:P17373.5356:T3.4935","17373.5356","3.4935","computed","1073404375189","4","4481"
"ID4475","Magnetic Flux Expansion","fa484006-8ed2-5fba-9c96-28011685dcee","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17377.4188:T3.4999","17377.4188","3.4999","computed","0734043751895","3","4482"
"ID4476","Connection Relation","10e5f774-0514-5ca9-b61a-cc805d260085","QA - Mathematics: geometry and topology","math.DG","RTE:P17381.3020:T3.5063","17381.3020","3.5063","computed","7340437518957","7","4483"
"ID4477","Action Relation","3f5fbf0f-9e04-5643-8411-ec0fbc479b36","QA - Mathematics: geometry and topology","math.DG","RTE:P17385.1852:T3.5127","17385.1852","3.5127","computed","3404375189573","5","4484"
"ID4478","Gravity Emergence Emerge Relation","9ef5903a-d8d3-5668-900d-74f6be378512","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17389.0685:T3.5191","17389.0685","3.5191","computed","4043751895735","1","4485"
"ID4479","Threshold Quantum Propagator Definition","32c6c2a9-8967-5e23-8f3f-ee75b540ef86","QA - Mathematics: geometry and topology","math.DG","RTE:P17392.9517:T3.5255","17392.9517","3.5255","computed","0437518957359","8","4486"
"ID4480","Consciousness Emergence ConsciousnessEmergence Relation","b7e688a7-09d9-55f9-bb94-d0d71145f101","QA - Mathematics: geometry and topology","math.DG","RTE:P17396.8349:T3.5319","17396.8349","3.5319","computed","4375189573596","9","4487"
"ID4481","Magnetic Helicity Functional Correction","cd000700-8fdc-5378-8140-5d59994462f6","TK - Electrical engineering: information theory","cs.IT","RTE:P17400.7181:T3.5383","17400.7181","3.5383","computed","3751895735961","5","4488"
"ID4482","Dipole Vect MagTop Relation","44b66cb5-7528-5f5d-aeca-0299b03a2cb9","QA - Mathematics: geometry and topology","math.DG","RTE:P17404.6014:T3.5447","17404.6014","3.5447","computed","7518957359614","7","4489"
"ID4483","Dipole Chemical Potential Definition","f8862a71-8ed8-50ff-8fca-fee5267cb43d","QA - Mathematics: geometry and topology","math.DG","RTE:P17408.4846:T3.5511","17408.4846","3.5511","computed","5189573596145","3","4490"
"ID4484","Breathing Normalform Relation","38f3cb7c-7f37-5500-959f-d37e55913136","QA - Mathematics: geometry and topology","math.DG","RTE:P17412.3678:T3.5575","17412.3678","3.5575","computed","1895735961458","5","4491"
"ID4485","Quadrupole Magnetic Field","d38b95e3-a97e-508e-a361-2d2ffb43b85f","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17416.2510:T3.5639","17416.2510","3.5639","computed","8957359614589","9","4492"
"ID4486","Cosmological Term Relation","3d6b307d-d011-5812-a80a-2fb97530507f","QC - Physics: relativity and gravitation","gr-qc","RTE:P17420.1342:T3.5703","17420.1342","3.5703","computed","9573596145890","6","4493"
"ID4487","Torsion Scaling Law","675d00c2-b21f-5a30-9141-af5973a99f42","QA - Mathematics: geometry and topology","math.DG","RTE:P17424.0175:T3.5767","17424.0175","3.5767","computed","5735961458901","1","4494"
"ID4488","Magnetic Helicity Functional Correction","6f20f57e-f6f3-5e9a-bb40-0fad969fa0eb","QC - Physics: plasma and electromagnetic fields","physics.plasm-ph","RTE:P17427.9007:T3.5831","17427.9007","3.5831","computed","7359614589019","4","4495"
"ID4489","Core Magnetic Helicity Tensor Coupling","19bbb272-5c54-5225-9619-d2356c4c180e","QH - Natural history/biology","q-bio.NC","RTE:P17431.7839:T3.5895","17431.7839","3.5895","computed","3596145890193","5","4496"
"ID4490","Au Au Nanorods with Aspect Ratio Relation","7e57a928-58c0-56f5-9336-710d539ef531","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17435.6671:T3.5959","17435.6671","3.5959","computed","5961458901938","8","4497"
"ID4491","Metamaterial Stoichiometry MolarRatio NbN QD Fe Relation","e487c2ae-61fd-52f5-983d-616dac806bbb","TK - Electrical engineering: applied electromagnetics","physics.app-ph","RTE:P17439.5503:T3.6023","17439.5503","3.6023","computed","9614589019389","9","4498"
"ID4492","Daan Definition","99deb82a-9856-5db2-8fca-7b58f971f046","QH - Natural history/biology","q-bio.NC","RTE:P17443.4336:T3.6087","17443.4336","3.6087","computed","6145890193897","0","4499"
"ID4493","Psi Metamaterial Meta Relation","94098154-8b5f-5629-bb5c-326b61718220","TK - Electrical engineering: applied electromagnetics","physics.app-ph","RTE:P17447.3168:T3.6151","17447.3168","3.6151","computed","1458901938971","1","4500"
"ID4494","Query Time Relation","f27c4dea-0c60-5f40-9b2c-931e5c490d62","QA - Mathematics: geometry and topology","math.DG","RTE:P17451.2000:T3.6215","17451.2000","3.6215","computed","4589019389713","9","4501"
"ID4495","Daan Connection Functor","4a09fe65-7c9b-5365-b92f-14f6f7f961a1","QH - Natural history/biology","q-bio.NC","RTE:P17455.0832:T3.6279","17455.0832","3.6279","computed","5890193897131","3","4502"
"ID4496","Daan Hamiltonian","f07fc69f-fcec-5ccc-97a1-444df9b9f035","QH - Natural history/biology","q-bio.NC","RTE:P17458.9665:T3.6343","17458.9665","3.6343","computed","8901938971311","8","4503"
"ID4497","Projection Properties Relation","c738ff7a-da5f-5aa5-b80f-2177b59b2f70","TK - Electrical engineering: information theory","cs.IT","RTE:P17462.8497:T3.6407","17462.8497","3.6407","computed","9019389713111","9","4504"
"ID4498","Final Acbd Equation","9f3c6f03-6b51-59a5-acb2-249a54fbc690","QA - Mathematics: geometry and topology","math.DG","RTE:P17466.7329:T3.6471","17466.7329","3.6471","computed","0193897131117","7","4505"
"ID4499","Final Acbd Equation","c9dd8d67-8f3e-5796-a77b-30c8fc5a1b70","QA - Mathematics: geometry and topology","math.DG","RTE:P17470.6161:T3.6535","17470.6161","3.6535","computed","1938971311179","1","4506"
"ID4500","Unified Hamiltonian","271b0994-d3ff-562a-817c-a2b399f0f693","QA - Mathematics: geometry and topology","math.DG","RTE:P17474.4993:T3.6599","17474.4993","3.6599","computed","9389713111790","3","4507"
"ID4501","Iomega Phase Angle Expansion","c03b612f-fc70-5c22-b828-feb1e8be8ada","QA - Mathematics: geometry and topology","math.DG","RTE:P17478.3826:T3.6663","17478.3826","3.6663","computed","3897131117904","1","4508"
"ID4502","Lagrangian","6e71bcf1-4528-5da9-8a9d-3c189435ed56","QA - Mathematics: geometry and topology","math.DG","RTE:P17482.2658:T3.6727","17482.2658","3.6727","computed","8971311179042","1","4509"
"ID4503","Lagrangian Evolution Equation","2cf345e5-8b35-516c-8e33-1bc4b02035eb","QA - Mathematics: geometry and topology","math.DG","RTE:P17486.1490:T3.6791","17486.1490","3.6791","computed","9713111790429","1","4510"
"ID4504","Wavefunction Relation","7e3ffd45-eed4-57aa-943b-fea0e19fe570","QC - Physics: waves, acoustics, and fluid dynamics","physics.flu-dyn","RTE:P17490.0322:T3.6855","17490.0322","3.6855","computed","7131117904297","7","4511"
"ID4505","Pi Relation","1497ea10-f466-5581-b3f5-681acbbba778","QA - Mathematics: geometry and topology","math.DG","RTE:P17493.9155:T3.6919","17493.9155","3.6919","computed","1311179042978","9","4512"
