rank,isabelle_name,claim_type,kind,score,title,source,line,candidate_digest,semantic_anchor_id,semantic_anchor_title,semantic_score,semantic_digest,obligation_role,semantic_tags,required_checks,dependency_degree,has_parsed_equation,obligation_digest
268,cand_268_definition_magneto_gyroscopic_hamiltonian,definition_claim,Definition,58,Magneto-Gyroscopic Hamiltonian,D:\Tex\All_tex\unified_field_theory_paper.tex,167,3f353b9dea28c3a4b8d9dc40a078f2c463925a05,ID0030,TZP-Modified Hamiltonian Operator,1200,729d343917d788c4d29ec411e6dd4cf6dc7deea6,Core_Definition,tzp_foundation;hamiltonian_dynamics;quantum_limit;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,0a19f5cc37b475ad1134498e3b3c3fdefafa6d32
269,cand_269_definition_trawin_algebra,definition_claim,Definition,58,TRAWIN algebra,D:\Tex\TRAWIN.tex,172,f2a55754fc332feb4dfa8068be36e5cbd9742cb7,ID3406,Em Rotational or Radial Operator,14,cbbbbc89c6c27b1a3c9c12f3af4875cde3b1ac13,Core_Definition,trawin_operator,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,cd695b358287a7f2c4dd4b6d9b355b0c2d909b2a
270,cand_270_law_id_025_conservation_law_tzp_topological_charg,law_claim,Law,58,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,2286,5384c565c431b1a9ceaab5b017ff2387eb8e3508,ID0025,Conservation Law: TZP Topological Charge,1200,4d856fe586a52756ec913b62b58eb281baf27642,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,4f538cbecf10cd5a2103109ef20fe85c266c94da
271,cand_271_postulate_field_equations_and_information_theoretic_postul,postulate_claim,Postulate,58,Field Equations and Information-Theoretic Postulates,D:\Tex\TEX_20260224_182530\TZP_OO_V1_S02_Structural_Axioms_of_TZP_Dynamics_v1_0.tex,144,2f256c2363c870690df09b114fe1acfa622b3d9b,ID1926,EID_0551 Topological Geometry Source,11,864e66a0e80954ddfdf4d451564cc5d2c707970e,Core_Axiom,tzp_foundation;trawin_operator;hamiltonian_dynamics;topological_invariant;quantum_limit,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,3fff70a696fb424444c926ee17b2e6499d964260
272,cand_272_principle_unified_variational_principle_id_013,principle_claim,Principle,58,Unified Variational Principle [ID:013],D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Canonical_Master.tex,261,bce7e3be4c254f64ba22ae143a496eb298635625,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,7,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,c84361f7a897059e377f3c4a6de6ac1ac10196d1
273,cand_273_proposition_modified_vacuum_structure,proposition_claim,Proposition,58,Modified Vacuum Structure,D:\Tex\trawin_zero_point_quantum_field_theory.tex,278,4e289656208aca4d436b43b435cdc9b0e858e248,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,27,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,3efca68e6c48d2310232a3d228ad54b9e40a52b2
274,cand_274_proposition_topological_protection,proposition_claim,Proposition,58,Topological Protection,D:\Tex\All_tex\reverse_harmonics_publication.tex,109,c37bc66c1a00dab77acf79eab150eb76976873da,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,21,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b89794f3249bbe5a704429b461d9a28feb87204a
275,cand_275_theorem_adjoint_functor_reconstruction,theorem_claim,Theorem,58,Adjoint Functor Reconstruction,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,312,1bdad40bb7603df7fbe8182bbee0865f9bc5e0ff,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,28,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,d1e9bca76076cb9658a01a133e17046630d6e066
276,cand_276_theorem_kk_mode_coupling,theorem_claim,Theorem,58,KK Mode Coupling,D:\Tex\All_tex\reverse_harmonics_publication.tex,241,5d329e73317a6fd2b50a63ccceba1204da04eceb,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,3cc8d21cd0d27d0eb80938131e8d4f00a67a7751
277,cand_277_principle_id_114_pi_phi_coupling_principle,principle_claim,Principle,57,ID 114: $\pi$--$\phi$ Coupling Principle,D:\Tex\Registriy00.tex,1483,4622e29ceadfc203c83bc59934bb9f61b6eccf05,ID0114,Π–φ Coupling Principle,1000,a14e35a821be6433bf6f812cd2f67a5857a38af3,Derived_Theorem_Obligation,helical_geometry,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,080703b0b50edf5988361e5f312e0e9a4c35418d
278,cand_278_theorem_dimensional_access_condition,theorem_claim,Theorem,57,Dimensional Access Condition,D:\Tex\All_tex\unified_field_theory_paper.tex,180,87f119d27b2ac792490752ab531b93188469ecff,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,22,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,caa1290702ea711d08bf1ff23fb2c56592dda32b
279,cand_279_theorem_discrete_dark_matter_distribution,theorem_claim,Theorem,57,Discrete Dark Matter Distribution,D:\Tex\topological_unification.tex,406,76f75e8940d72371b1de20df1fa2eaf986fcfa2a,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,25,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,fa8d1128c36226ac1404e4c56657cc581f0c240e
280,cand_280_theorem_elsasser_universality,theorem_claim,Theorem,57,Elsasser Universality,D:\Tex\topological_unification.tex,212,50206e4fb982b5aafc191164fbe7603b8692e6b6,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,f50d0f3b83940926b767a5c0fa2b3112e1bbc3c9
281,cand_281_theorem_geometric_flow_dynamics,theorem_claim,Theorem,57,Geometric Flow Dynamics,D:\Tex\All_tex\unified_field_theory_paper.tex,141,346e3e14ef6aa272a8e0a8f22a2b42d373fe4dc8,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,30,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,798db036018ad6b06859648a3943faf0e14f2deb
282,cand_282_theorem_universal_critical_exponent,theorem_claim,Theorem,57,Universal Critical Exponent,D:\Tex\topological_unification.tex,306,b17e788d84aa94807b7a4dee3d6861354c249966,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,16,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b780651a2d4e09f84bf72fbbfbbea47f6f4fff7a
283,cand_283_axiom_gyromagnetic_genesis_axioms,axiom_claim,Axiom,56,Gyromagnetic Genesis Axioms,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,363,5fb33ead63edd8c01dfabed68015cf50885b30a1,ID0085,Gyromagnetic Genesis Hypothesis,4,2587426acd1d78c256c1f96ba567c780021f108b,Core_Axiom,trawin_operator;quantum_limit;macro_reduction;gyromagnetic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,702feccf0c569fb69e089b77e77141d441181f34
284,cand_284_axiom_id_0113_helical_spacetime_embedding_axiom,axiom_claim,Axiom,56,ID 0113: Helical Spacetime Embedding Axiom,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,2726,244eb8d6ba8beb2cdcae5878cb378aa78d8e0e91,ID0113,Helical Spacetime Embedding Axiom,1200,ad8b7404716fcc2037da73c8e22f18a2bcfc3ea3,Core_Axiom,helical_geometry;field_geometry,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,fd28724dd01dda5ad5d51ce3924be354ebdff59d
285,cand_285_axiom_id_0136_celestial_gyromagnetic_motion_axiom,axiom_claim,Axiom,56,ID 0136: Celestial Gyromagnetic Motion Axiom,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,3246,4165a195f39ffdf5171c03e70bd02be500d0a9ee,ID0136,Celestial Gyromagnetic Motion Axiom,1000,47fb97042ec92d39788877c8b0129f39382d34c3,Needs_Semantic_Translation,quantum_limit;macro_reduction;gyromagnetic,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,0fd91695647022a1cc5ebb8167f5008a95a00409
286,cand_286_definition_formal_definition,definition_claim,Definition,56,Formal Definition,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,179,4b2a7c0ae33367dd40258a13673fe382bea5b6ec,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,c840423c2cdf3b9c31d0382cfb43094c54114370
287,cand_287_law_id_140_dipole_energy_1_d_scaling_law,law_claim,Law,56,ID 140: Dipole Energy 1/d⁴ Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1866,f8bc5b128f10f0565aceedc042f350a3b221c42c,ID0140,Dipole Energy 1/d^4 Scaling Law,1000,025b67f8f664efde832975bd8f59b0f758e11365,Derived_Theorem_Obligation,field_geometry;topological_invariant;macro_reduction;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding,0,yes,e6185a55cc7a25b9cd4d66ca3a2457d209660aeb
288,cand_288_principle_constraint_propagation_principle,principle_claim,Principle,56,Constraint propagation principle,D:\Tex\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,37,f73b784957bb8994d4bfc13f996233358b5f9371,ID0330,Trawin Zero Point Singularity Conditions,18,4d0887fe9adb106b27b9784461ff0ef66cb4f513,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;hamiltonian_dynamics,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,31bdd85067c5471c473ab506906fb89334303db7
289,cand_289_principle_id_037_emergent_rotation_principle,principle_claim,Principle,56,"ID\,037: Emergent Rotation Principle",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,703,623be0c6eccef903fd25205b85c76b9d6cce528d,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,24,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b03d0de747c4a5e861ce48f80266350009bd7de0
290,cand_290_theorem_hamiltons_equations,theorem_claim,Theorem,56,Hamilton’s Equations,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,212,9097baea741d760ce1b0a8c499a59993d6b8c255,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,a33f37449b67bf420aeac89c779106d379a7a3f9
291,cand_291_theorem_helicity_conservation,theorem_claim,Theorem,56,Helicity Conservation,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,305,7da3ed21a2f22e75ec04a2f75c9543e3b132e2c4,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,17,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,e22435ec8a4c5e758500a6a2d5b457b97f6b4158
292,cand_292_theorem_helicity_conservation,theorem_claim,Theorem,56,Helicity Conservation,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1729,aceddab53a96bf910acb7d4edcb5fcfc823145da,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,17,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b6d6b85f5e7d7d4125602693a1fd9a1613ac2c43
293,cand_293_theorem_helicity_conservation,theorem_claim,Theorem,56,Helicity Conservation,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,2134,3410ccd8d18201ece7add84e82ce5897c31ff527,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,17,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,65cd2e227c8372419cf88971ad94945ba3399c18
294,cand_294_theorem_helicity_conservation,theorem_claim,Theorem,56,Helicity Conservation,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,123,33ff05375701de226602b221008159ef46250ab5,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,23,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,53a5bade2458af0f974c5ce5125b3a7ee9c28e79
295,cand_295_theorem_topological_protection,theorem_claim,Theorem,56,Topological Protection,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,953,ecbc28742f2eab2e3338984f74ffa3e3b5d0d274,ID1802,The Trawin Hamiltonian and the Extended Mathematical Canon,10,a5f8d0550a09a52935abaea20964e76ecb6089ad,Derived_Theorem_Obligation,trawin_operator;helical_geometry;hamiltonian_dynamics;field_geometry;topological_invariant,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,yes,0d0ceafa6fb502ba3415aee588a817f8dd5d27c2
296,cand_296_principle_principle_1_wavegeometric_duality,principle_claim,Principle,55,Principle 1 (Wave–Geometric Duality).,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,95,fd4228a432395cf51cb7985025e7042ddd66dd0d,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,33,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,33962c643ddf46e56bab4a61d349b70462a875a9
297,cand_297_theorem_alfvn_mode_quantization,theorem_claim,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,56,4a7e8ae1c5be007f0f17913b1b6b36965551dafb,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,0f4781d382ff1879ef91dac636a7d62546f87fe4
298,cand_298_theorem_alfvn_mode_quantization,theorem_claim,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,944,4ddb73e3f18d6a3e3c369f48d40c42463f3b19be,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b58a1fc1d20bdb5763c2b3a9d11592ca9fb0893e
299,cand_299_theorem_alfvn_mode_quantization,theorem_claim,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,1278,f8cde4f3248569ec64e3bf2696c44feb099e4422,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,26,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,330ad98f600fb37f956b4773017f97ff0254846b
300,cand_300_definition_infty_topos_of_physical_reality,definition_claim,Definition,54,$\infty$-Topos of Physical Reality,D:\Tex\topological_unification.tex,84,ab3684dbf7c07270e1b9b9f093431f7e2f9e29b5,ID4234,Full Transfer Operator,27,4a2086e9168d74856f2795153ba3cddfb40fc48f,Core_Definition,tzp_foundation;field_geometry;topological_invariant;quantum_limit,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,yes,487a9f32919146a79001869b4cbd1bf6fc784503
301,cand_301_hypothesis_local_field_coupling,hypothesis_claim,Hypothesis,54,Local Field Coupling,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,18,9e13354c15d0fdc9b1c8a06130a802e3934221d8,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Hypothesis_Only,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,dependency_coverage;falsifiability_note;non_axiom_guard;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,63328ae8e715b59bd0cc029d3e1f24292f28eb37
302,cand_302_law_id_026_conservation_law_information_flux_thro,law_claim,Law,54,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\TEX_20260224_182530\minimal_output.tex,281,377567ec6a05c7d6fbc6a1ecf612ede190b92778,ID0026,Conservation Law: Information Flux Through TZP,1200,e7d423689e7eca8b55ec29a4fb3b71b87c76979c,Derived_Theorem_Obligation,tzp_foundation;quantum_limit;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,no,3e19a7893dafb96b449bd18c5442d56b2ba34fa9
303,cand_303_theorem_accumulation_dynamics,theorem_claim,Theorem,54,Accumulation Dynamics,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,109,5b8cda5ffadb1d7fb0679b7e67ed6e5fe7128c83,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,38,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,37c40b0a8d6f2d561debdce5679af298c5eff5f8
304,cand_304_theorem_chern_number_quantization,theorem_claim,Theorem,54,Chern Number Quantization,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,802,217209216da5db7d1c6fbe872b8992485e6dd8ae,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,17,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,9039ac090aa7983d64b1b0e4b6261d4319a50780
305,cand_305_theorem_emergence_criterion,theorem_claim,Theorem,54,Emergence Criterion,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,385,054578c8700ba4e12cfb4ab0eb887e935a5f0a7a,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,29,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,ccf8e2aeb6c4a3fa67a2577118ee77b2e44abbed
306,cand_306_theorem_global_weak_existence,theorem_claim,Theorem,54,Global Weak Existence,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,739,a83547ce0c8f33c2f9f807bef96f8c1275b15d44,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,18,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,377fa9633d6252411feff01a3667faab3aba269a
307,cand_307_corollary_topological_locking,corollary_claim,Corollary,53,Topological Locking,D:\Tex\topological_unification.tex,351,2bec1d7f88c81ce58d5fb4015ea91aa2fc47f9f2,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,19,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,d8d1bd04d109431c4885c2a721bc7f037068dd08
