rank,isabelle_name,claim_type,registration_predicate,kind,score,title,source,line,digest
198,cand_198_theorem_theorem_2_tidal_deformation_amplitude,theorem_claim,registered_theorem,Theorem,69,Theorem 2: Tidal Deformation Amplitude,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,301,b001ef2bd6d0f8e77571e2a5ac57452942ac3c6f
199,cand_199_theorem_theorem_4_dipole_constraint_topology,theorem_claim,registered_theorem,Theorem,69,Theorem 4: Dipole Constraint Topology,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,338,f99f241d7e1bc08d69a77f62b6c46904a34eb5b7
200,cand_200_theorem_universal_criticality,theorem_claim,registered_theorem,Theorem,69,Universal Criticality,D:\Tex\topological_unification.tex,359,6f5447f034cdf394cab03b98748bc86aa521edf2
201,cand_201_axiom_axiom_v_methylation_natural_transformation,axiom_claim,registered_axiom,Axiom,68,Axiom V: Methylation Natural Transformation,D:\Tex\00_Engine_extractions\axiom.tex,165,4d2e3be716579a0afd9b67de82f7277941e61517
202,cand_202_theorem_generalized_helicity_conservation,theorem_claim,registered_theorem,Theorem,68,Generalized Helicity Conservation,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,172,3c545b1d871343ade8caba7473cb775fb25d6420
203,cand_203_definition_gyromagnetic_topos,definition_claim,registered_definition,Definition,67,Gyromagnetic Topos,D:\Tex\gyromagnetic_validation.tex,253,bc81000f5ebd6f180cc2a3fdbd5bfadc5c600533
204,cand_204_invariant_id_011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,67,"ID\,011: Causal Loop Invariant",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,465,1329cb470dd72fad1de60108e8fd63d08f9c67d8
205,cand_205_invariant_invariant_of_the_hopf_fibration,invariant_claim,registered_invariant,Invariant,67,invariant of the Hopf fibration.,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,126,71a26919d068356eb11d37d64035572e8f0abbc9
206,cand_206_law_law_i_four_channelsymmetryisretainedasstructural,law_claim,registered_law,Law,67,law I:four-channelsymmetryisretainedasstructuralinforma-,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,2081,213bf9fdece1d26aebac68dfb6aab307e831a357
207,cand_207_axiom_id_1001_gyromagnetic_genesis_axiom_local_coupl,axiom_claim,registered_axiom,Axiom,66,ID 1001: GYROMAGNETIC GENESIS AXIOM (LOCAL COUPLING),D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,1002,ba4d1a4bca0c871f01224084b26b2c0095125784
208,cand_208_axiom_id_1120_gyromagnetic_genesis_axiom_local_field,axiom_claim,registered_axiom,Axiom,66,ID 1120: GYROMAGNETIC GENESIS AXIOM (LOCAL FIELD COUPLING),D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,1838,0b37d12db736410a3fed15ddce975248f8ea37b6
209,cand_209_axiom_id_539_the_pi_kissing_manifold_axiom,axiom_claim,registered_axiom,Axiom,66,[ID 539] THE $\pi$-KISSING MANIFOLD AXIOM,D:\Tex\CanonicalRegistryVol01.tex,2444,d341a04631063b8ea926e09a01861e45e37475f0
210,cand_210_definition_non_abelian_gyromagnetic_coupling,definition_claim,registered_definition,Definition,66,Non-Abelian Gyromagnetic Coupling,D:\Tex\gyromagnetic_validation.tex,345,ad2b81de2e4180caf371416ed4e43159715d588b
211,cand_211_invariant_id_042_magnetic_helicity_as_scaleinvariant_con,invariant_claim,registered_invariant,Invariant,66,"ID\,042: Magnetic Helicity as Scaleâ€‘Invariant Constraint",D:\Tex\Registriy00.tex,751,f0cea08b85cf4a60ff1be36d72e31af81405845b
212,cand_212_law_id_044_mu_m_r_omega_universal_scaling_la,law_claim,registered_law,Law,66,"ID\,044: $\mu$ ∝ M R² $\omega$ Universal Scaling Law",D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,766,e6a21c1245910fd0b6a83f7d16e1d1e9a4c9cf9c
213,cand_213_principle_id_114_pi_phi_coupling_principle,principle_claim,registered_principle,Principle,66,ID 114: $\pi$--$\phi$ Coupling Principle,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1476,b4ac02db6cf01ab2e1e4fdbd4069bea8095f6479
214,cand_214_theorem_spiral_pitch_angle_from_accumulated_curvature,theorem_claim,registered_theorem,Theorem,66,Spiral Pitch Angle from Accumulated Curvature,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,205,9fabf98e78177944f2dd17845a0582c5a9cb3eda
215,cand_215_theorem_opposite_helicity_conservation,theorem_claim,registered_theorem,Theorem,65,Opposite Helicity Conservation,D:\Tex\All_tex\unified_field_theory_paper.tex,269,e880b4af69ad8e9dfcf3d115c56244985af1d4cc
216,cand_216_theorem_theorem_woltjer_1958,theorem_claim,registered_theorem,Theorem,65,"Theorem (Woltjer, 1958)",D:\Tex\TEX_20260224_182530\mathematical_formulation.tex,236,93dca158a9cef1e8a4a00a22ba0f81bd0406427e
217,cand_217_axiom_id_136_celestial_gyromagnetic_motion_axiom,axiom_claim,registered_axiom,Axiom,64,ID 136: Celestial Gyromagnetic Motion Axiom,D:\Tex\Registriy00.tex,1813,395b01868c5af2fa5f35bf6af490cc3831968239
218,cand_218_axiom_id_136_celestial_gyromagnetic_motion_axiom,axiom_claim,registered_axiom,Axiom,64,ID 136: Celestial Gyromagnetic Motion Axiom,D:\Tex\TEX_20260224_182530\minimal_output.tex,1487,7f5f6bc7e76398c6b3ed78064763cf978448c669
219,cand_219_definition_symmetry_adapted_trawin_composition,definition_claim,registered_definition,Definition,64,Symmetry-adapted TRAWIN composition,D:\Tex\00_Canon_00_TRAWIN_definition.tex,235,0176aca400d66206e4d0524cc7745ddb52ffaae6
220,cand_220_definition_trawin_composition,definition_claim,registered_definition,Definition,64,TRAWIN composition,D:\Tex\00_Canon_00_TRAWIN_definition.tex,161,005ee351d894c44305dca220226a259f7bcffe53
221,cand_221_definition_trawin_operator_algebra,definition_claim,registered_definition,Definition,64,TRAWIN operator algebra,D:\Tex\00_Canon_00_TRAWIN_definition.tex,190,acf6228d5198f53c6bef0295b06b20d2b2d472ab
222,cand_222_definition_trawin_operator_realization,definition_claim,registered_definition,Definition,64,TRAWIN operator realization,D:\Tex\TRAWIN.tex,106,22a67fbf857a455f23dc5aa521fe066e298126dd
223,cand_223_definition_trawin_realization,definition_claim,registered_definition,Definition,64,TRAWIN realization,D:\Tex\00_Canon_00_TRAWIN_definition.tex,122,7570058d16cdedad9f1485769022f3bf1d1dc365
224,cand_224_definition_trawin_operator_alphabet,definition_claim,registered_definition,Definition,64,Trawin Operator Alphabet,D:\Tex\00_Canon_00_TRAWIN_definition.tex,25,fabb3287f554c2998a259e2d4c80e6a254329131
225,cand_225_theorem_id_137_megastructure_formation_theorem,theorem_claim,registered_theorem,Theorem,64,ID 137: Megastructure Formation Theorem,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1802,2daa62d171b488eb2a0cc72051dcc6aeb005a39f
226,cand_226_theorem_id_239_buckingham_pi_theorem_application,theorem_claim,registered_theorem,Theorem,64,ID 239: Buckingham $\Pi$‑Theorem Application,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2822,e120c4848e3af2f60b8c00d80303fd9ef6ee8377
227,cand_227_theorem_theorem_curvature_coupling,theorem_claim,registered_theorem,Theorem,64,Theorem: Curvature Coupling,D:\Tex\TEX_20260224_182530\document2.tex,74,8f1dc477ca5d1c5f91c22ab92c2ba0067d07d1f7
228,cand_228_axiom_information_conservation,axiom_claim,registered_axiom,Axiom,63,Information Conservation,D:\Tex\TEX_20260224_182530\document2.tex,38,aceea3bf0114f4b1ea69725931408586356b7c9d
229,cand_229_definition_definition_03,definition_claim,registered_definition,Definition,63,Definition 03:,D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,5573,33983e605d1b3af1e82a757e91a7e4bee84d74d0
230,cand_230_invariant_id_234_helicity_topology_invariant,invariant_claim,registered_invariant,Invariant,63,ID 234: Helicity Topology Invariant,D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,2772,84bce1e3073b57e29fdf2b551482682e92684a3a
231,cand_231_invariant_id_042_magnetic_helicity_as_scaleinvariant_con,invariant_claim,registered_invariant,Invariant,63,"ID\,042: Magnetic Helicity as Scale‑Invariant Constraint",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,748,b0be33e768bed9830c3b8ba64eab16c648cf894b
232,cand_232_principle_id_244_pi_phi_coupling_principle,principle_claim,registered_principle,Principle,63,ID 244: pi--phi Coupling Principle,D:\Tex\Registriy00.tex,2897,23035364895d02aa68e7189fd5460ea79aa4630e
233,cand_233_principle_id_244_pi_phi_coupling_principle,principle_claim,registered_principle,Principle,63,ID 244: pi--phi Coupling Principle,D:\Tex\TEX_20260224_182530\minimal_output.tex,2571,04262c83513397a0f6305a55683bb114fe8fad0a
234,cand_234_principle_id_037_emergent_rotation_principle,principle_claim,registered_principle,Principle,63,"ID\,037: Emergent Rotation Principle",D:\Tex\TEX_20260224_182530\minimal_output.tex,380,7a6e47d3306ae87998a29fdd6b2f111bb34842d7
235,cand_235_axiom_the_core_axioms,axiom_claim,registered_axiom,Axiom,62,The Core Axioms,D:\Tex\TEX_20260224_182530\document2.tex,26,309c9d67fc03f50d1854d2120e70f2be623de8c2
236,cand_236_definition_byob_ift_encoding_layer,definition_claim,registered_definition,Definition,62,BYOB--IFT Encoding Layer,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,62,750f9b62d146d9cc7b2ee75d469c0c29e007b298
237,cand_237_definition_definition_piid,definition_claim,registered_definition,Definition,62,Definition (PiID).,D:\Tex\pi_slide.tex,108,b1e61bbd2c67230defbde8324f91b31d6133cea1
238,cand_238_hypothesis_topological_quantization,hypothesis_claim,registered_hypothesis,Hypothesis,62,Topological Quantization,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,52,a0ae4a84e398a84617e7f9bc80cfeda34ef84eec
239,cand_239_invariant_id_011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,62,"ID\,011: Causal Loop Invariant",D:\Tex\opera_omnia_vol_0.tex,474,a99e19e9d4881be72c43a2939955591355a3c213
240,cand_240_invariant_id_011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,62,"ID\,011: Causal Loop Invariant",D:\Tex\Registriy00.tex,468,a709d980676d60e82e7f1445879990a82691f4f0
241,cand_241_invariant_id_011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,62,"ID\,011: Causal Loop Invariant",D:\Tex\TEX_20260224_182530\minimal_output.tex,142,a3d5a9db3cd5cbf3e8ce55ea37c4b75deba18cdf
242,cand_242_invariant_id_0011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,62,[ID 0011] Causal Loop Invariant,D:\Tex\opera_omnia_vol_00.tex,529,d30f21642feca7afe3ba1e68c6da517c16e7174b
243,cand_243_law_id_369_helicity_conservation_law,law_claim,registered_law,Law,62,ID 369: Helicity Conservation Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3836,ae0a206eb99395b6baadcea856465520af623d4c
244,cand_244_law_law_i_geometryandthroughputdataarepreservedtoget,law_claim,registered_law,Law,62,law I:geometryandthroughputdataarepreservedtogether,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,4070,ecc7be349d4beee2128dd4428dafcf1e3fb4150f
245,cand_245_principle_a_trawin_composition_principle_canonical_closur,principle_claim,registered_principle,Principle,62,A TRAWIN Composition Principle (Canonical Closure),D:\Tex\00_Canon_00_TRAWIN_definition.tex,158,67b5179505eeb75504c1cfd76ccbc01d1292a9d6
246,cand_246_theorem_accumulated_force_functional,theorem_claim,registered_theorem,Theorem,62,Accumulated Force Functional,D:\Tex\All_tex\unified_field_theory_paper.tex,98,7e67c9736a2683d73283f4a3947695af09579b98
247,cand_247_invariant_id_234_helicity_topology_invariant,invariant_claim,registered_invariant,Invariant,60,ID 234: Helicity Topology Invariant,D:\Tex\Registriy00.tex,2797,0a71592ec90a3d6314ca4ef9bf5cbc558acb6149
248,cand_248_invariant_id_234_helicity_topology_invariant,invariant_claim,registered_invariant,Invariant,60,ID 234: Helicity Topology Invariant,D:\Tex\TEX_20260224_182530\minimal_output.tex,2471,d23a1d3ffa1d878261859587d61f399855abc28a
249,cand_249_invariant_id_042_magnetic_helicity_as_scaleinvariant_con,invariant_claim,registered_invariant,Invariant,60,"ID\,042: Magnetic Helicity as Scale‑Invariant Constraint",D:\Tex\opera_omnia_vol_0.tex,757,53ea64bdfb031f0c3413af3a40a46050f9c62dc3
250,cand_250_invariant_id_042_magnetic_helicity_as_scaleinvariant_con,invariant_claim,registered_invariant,Invariant,60,"ID\,042: Magnetic Helicity as Scale‑Invariant Constraint",D:\Tex\TEX_20260224_182530\minimal_output.tex,425,5de909de0d850461dd39130e46db7260915d6a13
251,cand_251_law_id_026_conservation_law_information_flux_thro,law_claim,registered_law,Law,60,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\opera_omnia_vol_0.tex,613,16b1797e549877f62125eee898dd642c71c82f68
252,cand_252_law_id_026_conservation_law_information_flux_thro,law_claim,registered_law,Law,60,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\opera_omnia_vol_00.tex,668,797c55f054f3d670f22e4e19afcc4337d07a48e5
253,cand_253_law_id_026_conservation_law_information_flux_thro,law_claim,registered_law,Law,60,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\Registriy00.tex,607,b21aec447cc80fa7d0e442db559e72bfbe040d8c
254,cand_254_theorem_chern_number_quantization,theorem_claim,registered_theorem,Theorem,60,Chern Number Quantization,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,611,d56d865c6797d1d3284841c75548fc9c865d003f
255,cand_255_theorem_curvature_induced_spectral_deformation,theorem_claim,registered_theorem,Theorem,60,Curvature-Induced Spectral Deformation,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,489,d03468bf7376c7c9b4c458055547f6a81475ac95
256,cand_256_theorem_fine_structure_from_topology,theorem_claim,registered_theorem,Theorem,60,Fine Structure from Topology,D:\Tex\TEX_20260224_182530\theory_of_it_all_trawin_topology (2).tex,171,9feec26a9ec4e9295a3d15e018af0d0ae9489317
257,cand_257_theorem_magnon_phonon_interaction,theorem_claim,registered_theorem,Theorem,60,Magnon-Phonon Interaction,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,273,2cabdf1f46f8e7adef6cf9cfda34ec8ba91e45d3
258,cand_258_theorem_magnon_phonon_interaction,theorem_claim,registered_theorem,Theorem,60,Magnon-Phonon Interaction,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1591,8be8c1cb07dcd813be718fa11aef8c878b233297
259,cand_259_theorem_magnon_phonon_interaction,theorem_claim,registered_theorem,Theorem,60,Magnon-Phonon Interaction,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,1985,853011aa037765da1c3d0ef6802e8d5bad8eb7ba
260,cand_260_theorem_spectral_gap_under_positive_curvature,theorem_claim,registered_theorem,Theorem,60,Spectral Gap Under Positive Curvature,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,922,a452f9575ca1787186635188672ed88d23596a3b
261,cand_261_theorem_theorem_3_information_theoretic_lower_bound,theorem_claim,registered_theorem,Theorem,60,Theorem 3 (Information-Theoretic Lower Bound).,D:\Tex\pi_slide.tex,529,f6c8136d627faf486b97fcd8aae595fa673c28cd
262,cand_262_theorem_universal_toroidal_constraint,theorem_claim,registered_theorem,Theorem,60,Universal Toroidal Constraint,D:\Tex\TEX_20260224_182530\theory_of_it_all_trawin_topology (2).tex,139,a25b8b3b3d2546d81178ae8e9878327ae8c45f38
263,cand_263_hypothesis_id_085_gyromagnetic_genesis_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,59,"ID\,085: Gyromagnetic Genesis Hypothesis",D:\Tex\TEX_20260224_182530\minimal_output.tex,813,37251c50e9ee2806ae6ab8c61bca46dc1a29cb7d
264,cand_264_invariant_id_1014_trawin_coupling_invariant,invariant_claim,registered_invariant,Invariant,59,ID 1014: TRAWIN COUPLING INVARIANT,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,1127,3773b21a20cdb9d96a089338c24f181deaf108bc
265,cand_265_law_id_382_gravitomagnetic_coupling_law,law_claim,registered_law,Law,59,ID 382: Gravitomagnetic Coupling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,3953,b59160c423636877c49f35ad03e7ec004c13ba37
266,cand_266_definition_daansphere_modes,definition_claim,registered_definition,Definition,58,DAANSphere Modes,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,53,b95ae57c36098f00de7a90c24d4eca5b856dd6ab
267,cand_267_definition_id_0855_trawin_zero_point_limit_definition,definition_claim,registered_definition,Definition,58,ID 0855: TRAWIN ZERO POINT LIMIT DEFINITION,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,110,9dd5abb0fb2eadc6557b750fe747ae8d003ec9a0
268,cand_268_definition_magneto_gyroscopic_hamiltonian,definition_claim,registered_definition,Definition,58,Magneto-Gyroscopic Hamiltonian,D:\Tex\All_tex\unified_field_theory_paper.tex,167,3f353b9dea28c3a4b8d9dc40a078f2c463925a05
269,cand_269_definition_trawin_algebra,definition_claim,registered_definition,Definition,58,TRAWIN algebra,D:\Tex\TRAWIN.tex,172,f2a55754fc332feb4dfa8068be36e5cbd9742cb7
270,cand_270_law_id_025_conservation_law_tzp_topological_charg,law_claim,registered_law,Law,58,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\TEX_20260224_182530\reassembled_run_1.tex,2286,5384c565c431b1a9ceaab5b017ff2387eb8e3508
271,cand_271_postulate_field_equations_and_information_theoretic_postul,postulate_claim,registered_postulate,Postulate,58,Field Equations and Information-Theoretic Postulates,D:\Tex\TEX_20260224_182530\TZP_OO_V1_S02_Structural_Axioms_of_TZP_Dynamics_v1_0.tex,144,2f256c2363c870690df09b114fe1acfa622b3d9b
272,cand_272_principle_unified_variational_principle_id_013,principle_claim,registered_principle,Principle,58,Unified Variational Principle [ID:013],D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Canonical_Master.tex,261,bce7e3be4c254f64ba22ae143a496eb298635625
273,cand_273_proposition_modified_vacuum_structure,proposition_claim,registered_proposition,Proposition,58,Modified Vacuum Structure,D:\Tex\trawin_zero_point_quantum_field_theory.tex,278,4e289656208aca4d436b43b435cdc9b0e858e248
274,cand_274_proposition_topological_protection,proposition_claim,registered_proposition,Proposition,58,Topological Protection,D:\Tex\All_tex\reverse_harmonics_publication.tex,109,c37bc66c1a00dab77acf79eab150eb76976873da
275,cand_275_theorem_adjoint_functor_reconstruction,theorem_claim,registered_theorem,Theorem,58,Adjoint Functor Reconstruction,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,312,1bdad40bb7603df7fbe8182bbee0865f9bc5e0ff
276,cand_276_theorem_kk_mode_coupling,theorem_claim,registered_theorem,Theorem,58,KK Mode Coupling,D:\Tex\All_tex\reverse_harmonics_publication.tex,241,5d329e73317a6fd2b50a63ccceba1204da04eceb
277,cand_277_principle_id_114_pi_phi_coupling_principle,principle_claim,registered_principle,Principle,57,ID 114: $\pi$--$\phi$ Coupling Principle,D:\Tex\Registriy00.tex,1483,4622e29ceadfc203c83bc59934bb9f61b6eccf05
278,cand_278_theorem_dimensional_access_condition,theorem_claim,registered_theorem,Theorem,57,Dimensional Access Condition,D:\Tex\All_tex\unified_field_theory_paper.tex,180,87f119d27b2ac792490752ab531b93188469ecff
279,cand_279_theorem_discrete_dark_matter_distribution,theorem_claim,registered_theorem,Theorem,57,Discrete Dark Matter Distribution,D:\Tex\topological_unification.tex,406,76f75e8940d72371b1de20df1fa2eaf986fcfa2a
280,cand_280_theorem_elsasser_universality,theorem_claim,registered_theorem,Theorem,57,Elsasser Universality,D:\Tex\topological_unification.tex,212,50206e4fb982b5aafc191164fbe7603b8692e6b6
281,cand_281_theorem_geometric_flow_dynamics,theorem_claim,registered_theorem,Theorem,57,Geometric Flow Dynamics,D:\Tex\All_tex\unified_field_theory_paper.tex,141,346e3e14ef6aa272a8e0a8f22a2b42d373fe4dc8
282,cand_282_theorem_universal_critical_exponent,theorem_claim,registered_theorem,Theorem,57,Universal Critical Exponent,D:\Tex\topological_unification.tex,306,b17e788d84aa94807b7a4dee3d6861354c249966
283,cand_283_axiom_gyromagnetic_genesis_axioms,axiom_claim,registered_axiom,Axiom,56,Gyromagnetic Genesis Axioms,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,363,5fb33ead63edd8c01dfabed68015cf50885b30a1
284,cand_284_axiom_id_0113_helical_spacetime_embedding_axiom,axiom_claim,registered_axiom,Axiom,56,ID 0113: Helical Spacetime Embedding Axiom,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,2726,244eb8d6ba8beb2cdcae5878cb378aa78d8e0e91
285,cand_285_axiom_id_0136_celestial_gyromagnetic_motion_axiom,axiom_claim,registered_axiom,Axiom,56,ID 0136: Celestial Gyromagnetic Motion Axiom,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,3246,4165a195f39ffdf5171c03e70bd02be500d0a9ee
286,cand_286_definition_formal_definition,definition_claim,registered_definition,Definition,56,Formal Definition,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,179,4b2a7c0ae33367dd40258a13673fe382bea5b6ec
287,cand_287_law_id_140_dipole_energy_1_d_scaling_law,law_claim,registered_law,Law,56,ID 140: Dipole Energy 1/d⁴ Scaling Law,D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,1866,f8bc5b128f10f0565aceedc042f350a3b221c42c
288,cand_288_principle_constraint_propagation_principle,principle_claim,registered_principle,Principle,56,Constraint propagation principle,D:\Tex\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,37,f73b784957bb8994d4bfc13f996233358b5f9371
289,cand_289_principle_id_037_emergent_rotation_principle,principle_claim,registered_principle,Principle,56,"ID\,037: Emergent Rotation Principle",D:\Tex\TEX_20260224_182530\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,703,623be0c6eccef903fd25205b85c76b9d6cce528d
290,cand_290_theorem_hamiltons_equations,theorem_claim,registered_theorem,Theorem,56,Hamilton’s Equations,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,212,9097baea741d760ce1b0a8c499a59993d6b8c255
291,cand_291_theorem_helicity_conservation,theorem_claim,registered_theorem,Theorem,56,Helicity Conservation,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,305,7da3ed21a2f22e75ec04a2f75c9543e3b132e2c4
292,cand_292_theorem_helicity_conservation,theorem_claim,registered_theorem,Theorem,56,Helicity Conservation,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1729,aceddab53a96bf910acb7d4edcb5fcfc823145da
293,cand_293_theorem_helicity_conservation,theorem_claim,registered_theorem,Theorem,56,Helicity Conservation,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,2134,3410ccd8d18201ece7add84e82ce5897c31ff527
294,cand_294_theorem_helicity_conservation,theorem_claim,registered_theorem,Theorem,56,Helicity Conservation,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,123,33ff05375701de226602b221008159ef46250ab5
295,cand_295_theorem_topological_protection,theorem_claim,registered_theorem,Theorem,56,Topological Protection,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,953,ecbc28742f2eab2e3338984f74ffa3e3b5d0d274
296,cand_296_principle_principle_1_wavegeometric_duality,principle_claim,registered_principle,Principle,55,Principle 1 (Wave–Geometric Duality).,D:\Tex\TEX_20260224_182530\trawin_topology_unified_field_theory.tex,95,fd4228a432395cf51cb7985025e7042ddd66dd0d
297,cand_297_theorem_alfvn_mode_quantization,theorem_claim,registered_theorem,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,56,4a7e8ae1c5be007f0f17913b1b6b36965551dafb
298,cand_298_theorem_alfvn_mode_quantization,theorem_claim,registered_theorem,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,944,4ddb73e3f18d6a3e3c369f48d40c42463f3b19be
299,cand_299_theorem_alfvn_mode_quantization,theorem_claim,registered_theorem,Theorem,55,Alfvén Mode Quantization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,1278,f8cde4f3248569ec64e3bf2696c44feb099e4422
300,cand_300_definition_infty_topos_of_physical_reality,definition_claim,registered_definition,Definition,54,$\infty$-Topos of Physical Reality,D:\Tex\topological_unification.tex,84,ab3684dbf7c07270e1b9b9f093431f7e2f9e29b5
301,cand_301_hypothesis_local_field_coupling,hypothesis_claim,registered_hypothesis,Hypothesis,54,Local Field Coupling,D:\Tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,18,9e13354c15d0fdc9b1c8a06130a802e3934221d8
302,cand_302_law_id_026_conservation_law_information_flux_thro,law_claim,registered_law,Law,54,"ID\,026: Conservation Law: Information Flux Through TZP",D:\Tex\TEX_20260224_182530\minimal_output.tex,281,377567ec6a05c7d6fbc6a1ecf612ede190b92778
303,cand_303_theorem_accumulation_dynamics,theorem_claim,registered_theorem,Theorem,54,Accumulation Dynamics,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,109,5b8cda5ffadb1d7fb0679b7e67ed6e5fe7128c83
304,cand_304_theorem_chern_number_quantization,theorem_claim,registered_theorem,Theorem,54,Chern Number Quantization,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,802,217209216da5db7d1c6fbe872b8992485e6dd8ae
305,cand_305_theorem_emergence_criterion,theorem_claim,registered_theorem,Theorem,54,Emergence Criterion,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,385,054578c8700ba4e12cfb4ab0eb887e935a5f0a7a
306,cand_306_theorem_global_weak_existence,theorem_claim,registered_theorem,Theorem,54,Global Weak Existence,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,739,a83547ce0c8f33c2f9f807bef96f8c1275b15d44
307,cand_307_corollary_topological_locking,corollary_claim,registered_corollary,Corollary,53,Topological Locking,D:\Tex\topological_unification.tex,351,2bec1d7f88c81ce58d5fb4015ea91aa2fc47f9f2
308,cand_308_definition_advanced_propagator,definition_claim,registered_definition,Definition,53,Advanced Propagator,D:\Tex\trawin_zero_point_quantum_field_theory.tex,178,e8cb03b8e2ab05d1045607ef00761846dba6c310
309,cand_309_definition_feynman_propagator,definition_claim,registered_definition,Definition,53,Feynman Propagator,D:\Tex\trawin_zero_point_quantum_field_theory.tex,184,07d7059709ec993def26bcc8e8109a2b77dd0327
310,cand_310_definition_regularized_inverse_metric,definition_claim,registered_definition,Definition,53,Regularized Inverse Metric,D:\Tex\trawin_zero_point_quantum_field_theory.tex,58,f147c072753c488ebfc1b3f01c0b166bbb63b5d2
311,cand_311_definition_retarded_propagator,definition_claim,registered_definition,Definition,53,Retarded Propagator,D:\Tex\trawin_zero_point_quantum_field_theory.tex,172,466ca5ad84df705b9c833b6ec091010afd9ceb9d
