isabelle_sid,source_id,kind,label,source,line,digest
5300,D4928,Definition,ID5373: Stepsactorteamsoutputsisteammember Magnetization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5373,4925,76246044397e99a362cf28d48ca4010dd73f42b7
5301,D4929,Definition,ID5375: Stepsactorteamsoutputsisteammember Magnetization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5375,4926,ee74d180315bdfa8cf39951fb4453248d8422479
5302,D4930,Definition,ID5380: Stepsactorteamsoutputsisteammember Magnetization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5380,4927,46133bd85367b15d0b5bbea840ef5e24ae5bbe38
5303,D4931,Definition,ID5382: Stepsapp Tokenoutputstoken Script Const Owner Repo Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5382,4928,18dbfc8f0a5dc81fa093aeed6a0ad3078b0573ca
5304,D4932,Definition,ID5385: Relation: NEW) # Initialize an Empty String to Collect PR Numbers PRS= # for Each…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5385,4929,8fe9bb7a06b420cc22b0c3625d74c68f0cc48ffc
5305,D4933,Definition,ID5386: Relation: commit_sha for Associated PRs… # Query GitHub API for PRs Associated with…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5386,4930,31422ee62aa6d426660cd606808a34c678ef47d4
5306,D4934,Definition,ID5388: Commit Sha Fi Done Done Remove Duplicates Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5388,4931,cc96c2705fa2903bba96d9dd7ec0ae92122427c7
5307,D4935,Definition,ID5400: While Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5400,4932,f359a28100ff9e86725a4a16dc7d026939963277
5308,D4936,Definition,ID5406: Date Str Return Fi Fi Return Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5406,4933,8e3eec4a9dc34039a5e6f075bc8a8b68c6f5544c
5309,D4937,Definition,ID5421: HEAD SHA Dev Null True Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5421,4934,74903a98de65a868812f48901df87ab69b74d8f1
5310,D4938,Definition,ID5429: Done Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5429,4935,90475be89b68d223a4e6cb0062343c046625ba1b
5311,D4939,Definition,ID5430: Magnetization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5430,4936,ba7dfdbb996f1a71f6e11fc6bb0df2c951838648
5312,D4940,Definition,ID5431: Definition of Eff(t),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5431,4937,25426bf60df58356e81f6411db9442b841de335f
5313,D4941,Definition,ID5432: Omegagyro Gyromagnetic Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5432,4938,9de54f5e42e45821670eedd441312130841001d7
5314,D4942,Definition,ID5433: Atotal Gyromagnetic Vector Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5433,4939,9a61e86ae2de055c26340bc7340ad67d093a6291
5315,D4943,Definition,ID5434: Ltotal Gyromagnetic Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5434,4940,94554a4383df4fe0a0ecd9a6e0d4916d32a7ebd3
5316,D4944,Definition,ID5435: Poisson Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5435,4941,966b6bd363c59035418251fc9e1768f40fcf7f27
5317,D4945,Definition,ID5436: Psibec Pressure Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5436,4942,e91a2d24a03f9e94dfa53514668b1530ab65cd17
5318,D4946,Definition,ID5437: Quantum State Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5437,4943,bb013aef634aaacb8d39a5e306889474ec725322
5319,D4947,Definition,ID5438: Psitoroid Toroidal Pressure Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5438,4944,8b518e6bbd4191e60df3ed93186c292ee11d5d65
5320,D4948,Definition,ID5439: Vimana Gyromagnetic Analysis Equations Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5439,4945,c4c2c39c6e743365f3066abfe0f4713fc0f919f7
5321,D4949,Definition,ID5440: Ainduced Vector Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5440,4946,f02a00c2d8bf009c63ab43b43488d9d6a74fb3f9
5322,D4950,Definition,ID5441: Bgravitomagnetic Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5441,4947,a6fb2bac052816b5b65ca5c8082e5dc9f69033b0
5323,D4951,Definition,ID5442: Mode Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5442,4948,b87f1c0160019e47d03f853f7517741187abbf2c
5324,D4952,Definition,ID5443: Lcoupling Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5443,4949,c93e70978686484c44271b9315391892a799c20e
5325,D4953,Definition,ID5444: Holonomy Quantum State Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5444,4950,272af46af3aff3a3c605d99b3a97c5da86dfad68
5326,D4954,Definition,ID5445: Magnetic Flux Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5445,4951,1f624e0caebe43d8c2409a99d297e4465d419b54
5327,D4955,Definition,ID5446: Delta Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5446,4952,d6b24d65aaefb793042deb93c223a0ac2cfc09cd
5328,D4956,Definition,ID5447: Curvature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5447,4953,38cff88282645145e7d3f77d1daf90bcbc1bd7cf
5329,D4957,Definition,ID5448: Quantum State Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5448,4954,65fe8e40ff75296deda581eb5e9d9dd946d52c13
5330,D4958,Definition,ID5449: Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5449,4955,9df083047b15da85b82d365f1306c27de0ee4473
5331,D4959,Definition,ID5450: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5450,4956,a58274df45d4f5e04f32b97533d7076a576539df
5332,D4960,Definition,ID5451: Field Strength Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5451,4957,0ea80ee1e4c34e12bcbbcbecca07c5799d2ca174
5333,D4961,Definition,ID5452: Displacement Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5452,4958,8b1eb1c056de4eee17cd1b13d54cfe993a13620b
5334,D4962,Definition,ID5453: Quantum State Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5453,4959,d4ec899b6d0042e022086a9207617b24c0a1f5fa
5335,D4963,Definition,ID5454: Sink Anti Sink Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5454,4960,e2ef3c53bc98fc5ebe135e4018b86f3fb5ddfb38
5336,D4964,Definition,ID5455: Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5455,4961,a1bb5799255d032f65a477a0299d59e90783af37
5337,D4965,Definition,ID5456: Negative Start Converges Rapidly Mathematical Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5456,4962,21c5c757c20e3dd3cf9ceb851a72f137f659b182
5338,D4966,Definition,ID5457: Where Energetic Fibers Converge Dynamically Toward Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5457,4963,15308fdd662e45f570bc01afd562c83621365652
5339,D4967,Definition,ID5458: Applying Negative Position Start Spatial Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5458,4964,8bf20acdaf35823aee7ebf81a0c8aaceb8f6bc48
5340,D4968,Definition,ID5459: Transforms Field into Anti De Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5459,4965,16ce32a3f2f9b63e54e0cac037218c170aacdc8e
5341,D4969,Definition,ID5460: Energy Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5460,4966,258502f3a376fa9d4efb96da3527b0612d5c9cd0
5342,D4970,Definition,ID5461: We Observe Spontaneous Formation Orbital Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5461,4967,e7209a68032c732b7491978b0eb754da35a2c52f
5343,D4971,Definition,ID5462: Forces Hyperspherical Volume Breathe Inward Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5462,4968,c6d9a243354e47b2e948426bfe256e90f420ffb4
5344,D4972,Definition,ID5463: Expelling Geometric Tension as Photon Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5463,4969,18e22b352d2e889d3d052f2f092fc1cf164b02e1
5345,D4973,Definition,ID5464: Toroidal Quantum State Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5464,4970,f7e22fc840d69936abfb0827134b9289cf69ede3
5346,D4974,Definition,ID5465: Fiber Does Not Remain at Constant Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5465,4971,94974d0de64c62d8c12ceb43961eb69830f4943a
5347,D4975,Definition,ID5466: We Define Absolute Structural Energy Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5466,4972,8e0f5e242cb68f63c0213c713d41be4dc13029db
5348,D4976,Definition,ID5467: Categories Capacitance Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5467,4973,8193d22155e9a9bd4e5282338769a41eff81f44c
5349,D4977,Definition,ID5468: Blob Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5468,4974,c16674d741921c06d7fb3e4ffa08621c1a69072d
5350,D4978,Definition,ID5469: Digits Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5469,4975,1b0bc96998cb816899d1edd0b12995bd1e9de63e
5351,D4979,Definition,ID5470: Base Digit Stream Digit Stream Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5470,4976,069197c8f3f057f86a22e1d87e9a78455cce426a
5352,D4980,Definition,ID5471: Quantum Index MAIN Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5471,4977,5ac9fec673c69607b582f6c6caae696010910e3a
5353,D4981,Definition,ID5472: Digits Sphere Coords Cantor Addr Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5472,4978,bab0ef3d573a007de178c8e5157914addf907873
5354,D4982,Definition,ID5473: Reconstruction Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5473,4979,f69090062a83a949fc95254afc33ca46353c91ae
5355,D4983,Definition,ID5474: Base Decimal Base Conversion Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5474,4980,dfd89ff7768bb69847f2d510bc2a8708108140a7
5356,D4984,Definition,ID5475: Function Address Module Blob Verification Blob Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5475,4981,18f4d9572635fadea736554e92d995af306667dd
5357,D4985,Definition,ID5476: Matrix Verification Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5476,4982,4008ec90d86894e7f995e4038190549a26e3af0b
5358,D4986,Definition,ID5477: Function Source Addr Target Addr Module Path Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5477,4983,ad687904bc2d05a24e073e9118d04068b26077bc
5359,D4987,Definition,ID5478: AdaptiveMonteCarlo Evolution Quantum Evolution Evolution Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5478,4984,b9338530e7e59dba9a13325a495ffb43f2a79331
5360,D4988,Definition,ID5479: For Fixed Address Space Quantum Lookup Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5479,4985,f8f4a1d6e069d83f063ca1cf818ae01fe76a0ecf
5361,D4989,Definition,ID5480: Capacitance Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5480,4986,8efb365fddff7a82d7904ad83745944350ac306b
5362,D4990,Definition,ID5481: Casimir Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5481,4987,ee327059f0b6edc10d502c02e2855fb213c64aa7
5363,D4991,Definition,ID5482: Capacitance Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5482,4988,c6d1481ab141cea4ce355b23d80b8c16e9462d60
5364,D4992,Definition,ID5483: Costfunctional Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5483,4989,ee866e3bb52fb8baea198ace663fac3841719998
5365,D4993,Definition,ID5484: True Action Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5484,4990,5b90684be6d181b402fff92bd7d24179a55f21a3
5366,D4994,Definition,ID5485: Module Integrand Brownian Path Partition Ito Stochastic Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5485,4991,a00f1bef2ef3c38685c3cae0183d7bbba8f3f69f
5367,D4995,Definition,ID5486: Parallel Transport Parallel Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5486,4992,1fccaf2134419b62ea8ac19b7fccccbb401ef87c
5368,D4996,Definition,ID5487: Providing Comprehensive Characterization Systems Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5487,4993,879571329f72abc60106eac15b5decda2e3d7ff7
5369,D4997,Definition,ID5488: Current Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5488,4994,33ba2d3c8b7f6abc1bce94f4992b3103af4ad75c
5370,D4998,Definition,ID5489: Quantum Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5489,4995,9bed7e8e741949cc3ab3dd1ba4388a1e09175372
5371,D4999,Definition,ID5490: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5490,4996,7a27c9b8185fa33b3eeaf96c2b0b4bfed3f09e82
5372,D5000,Definition,ID5491: Target Quantum Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5491,4997,b379bba4cd6eb067b22836e971e9edc820c15ded
5373,D5001,Definition,ID5492: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5492,4998,e6fae614b9f0ad3ff71ae2a74ab9eea70e4c083e
5374,D5002,Definition,ID5494: Pressure Functor,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5494,5000,739e02a02569c999d5296b3365bf34a443f8ea84
5375,D5003,Definition,ID5495: Decode Magnetic Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5495,5001,b8bec8960a557c972d94d857bdc5439203ddc4e0
5376,D5004,Definition,ID5496: Encode Decode Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5496,5002,6a5665cd04ab510696b8fdfe7feeed41c55627fb
5377,D5005,Definition,ID5497: Encode Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5497,5003,9fa14af5140c9687ce23d10908f1dfda24dc7e2b
5378,D5006,Definition,ID5498: Orb Closure Orbital Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5498,5004,183d42e4f1cfa39f2e883bad1136d48b7ccd882a
5379,D5007,Definition,ID5499: Quantum State Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5499,5005,67c7ead79f50b2489687a6d9d6489301da75449f
5380,D5008,Definition,ID5500: Curvature Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5500,5006,6362d342bf036074436ce75a34e87527f766e6e9
5381,D5009,Definition,ID5501: Document Curvature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5501,5007,bbb6dae0131010f9f8be0ddf9184c27ea291f5d4
5382,D5010,Definition,ID5502: GM Tidal Curvature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5502,5008,61d946796edef2501924fa3826d081e1299eec40
5383,D5011,Definition,ID5503: Mode Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5503,5009,3ebf9984448f4d5a94b5156fea83da2be54cec75
5384,D5012,Definition,ID5504: Document Quantum Spectral Gap Laplacian Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5504,5010,d23aaf62bb0f5243b2b12351b8dbed9bee13efc4
5385,D5013,Definition,ID5505: Magnetic Flux Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5505,5011,088ca38376a68656b96230c2e44f03b9ca56561c
5386,D5014,Definition,ID5506: Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5506,5012,afc5b1c187e05b0c336866ac757ac031de223449
5387,D5015,Definition,ID5507: Definition of Ddot u_k+ω_k(t)^2 u_k,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5507,5013,169ecb236f9ffed0ca252f65d872cd3475c35872
5388,D5016,Definition,ID5508: Delta Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5508,5014,ed49d41577f10d40e1a5e364c389fcf66f66369b
5389,D5017,Definition,ID5509: Document Phase Angle Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5509,5015,38032181e576a36f4b855e5f5a5d35293ca09c7a
5390,D5018,Definition,ID5510: Curvature Expectation Value,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5510,5016,837d6f1df3dc46abcffae4f0235705cd18690f07
5391,D5019,Definition,ID5511: Definition of Hat P,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5511,5017,390478b275afc4a664d0a4f2a21f2baa2b325df5
5392,D5020,Definition,ID5512: Varepsilon Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5512,5018,678ce7fedc8b2b9adcefbd3f9f0044ccbe4f1c65
5393,D5021,Definition,ID5513: Ladder Parameterization Define Discrete Ladder Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5513,5019,1f7b81a3ff5c9ca8830d94a164d7d28d47cb0490
5394,D5022,Definition,ID5514: Document Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5514,5020,93cfbcccb419931f5f5cd4b40f89cafc7328121b
5395,D5023,Definition,ID5515: Hamiltonian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5515,5021,e7dd8a805e8d57aa8da3aec2f2b3ac49e6ccf271
5396,D5024,Definition,ID5516: Einstein Rosen Induced Topology Follows Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5516,5022,15953ae37c29543c5de6f2fd56c8ec4492250138
5397,D5025,Definition,ID5517: Theta Parametrization,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5517,5023,5d625ece84b0006c68017127c04430a9974fc65e
5398,D5026,Definition,ID5518: Phase Angle Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5518,5024,a6bc68c1f8ac457d276a969ff36debdecb69db0d
5399,D5027,Definition,ID5519: Density Divergence Field Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5519,5025,311d6a02902eb75e1e93c0c2af76691b17234d08
5400,D5028,Definition,ID5520: Potential Energy Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5520,5026,2675b0e69ec8394ad7b0b33806c64538a2f71895
5401,D5029,Definition,ID5521: Hamiltonian Curl Field Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5521,5027,12c33987a61185c543eafc8df9a9ccd60dfa82aa
5402,D5030,Definition,ID5522: Phase Angle Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5522,5028,258e5e480cb533cae6b5cdeddfe0daec96b5f5b7
5403,D5031,Definition,ID5524: Phase Angle Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5524,5030,d4409488fda2ba16d20a3d2870d986392b17b6e4
5404,D5032,Definition,ID5525: Chemical Potential Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5525,5031,e432c85da72ef1a797b0d78e21154d83b66738ac
5405,D5033,Definition,ID5526: Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5526,5032,358b80b7b1bb44c692e23bd725fc0a1615b00596
5406,D5034,Definition,ID5527: Varepsilon Expansion,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5527,5033,d6c7269e9881f9d21706362706369ca9e0934039
5407,D5035,Definition,"ID5528: Definition of u(0,t)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5528,5034,5ef49402b8551ebceb996b96d07b41eda4427398
5408,D5036,Definition,ID5529: Energy Evolution Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5529,5035,16a09e3ccc28af54e4dcc2767be24fb4b35e58c9
5409,D5037,Definition,ID5530: Modulate Properties Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5530,5036,352486b8a65644e204c65a01f3c37521609cc753
5410,D5038,Definition,ID5531: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5531,5037,47db5f8fd4b88dca7ecaa4698499889dee1ce460
5411,D5039,Definition,ID5532: Lagrangian,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5532,5038,9a81625c1d822aa0fc45abb278a15a6e57e1cc7c
5412,D5040,Definition,ID5533: Emergent Curvature Equatorial Dynamics Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5533,5039,b15954923eefab9ca01806dbe67efce35d07b022
5413,D5041,Definition,ID5534: Displacement Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5534,5040,6abda29568d95bfef89255d7622a8b4ebf1175b7
5414,D5042,Definition,ID5535: Phase Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5535,5041,01e5c1f1cd10adbec362d4aa6d7d69458509371d
5415,D5043,Definition,ID5536: Orbital Frequency Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5536,5042,26ffd27c523b9106d012883c226f303b14b6bf37
5416,D5044,Definition,ID5537: Action Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5537,5043,5567ba3f0cb623675bb5823cd7296a0e02fcae15
5417,D5045,Definition,ID5538: Density Laplacian Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5538,5044,884aaa41e468d0ac86f0f9f81ee9c120c1cd862b
5418,D5046,Definition,ID5539: Emergent Curvature Equatorial Dynamics Equation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5539,5045,a18748eb0900a4e7b7a7567b5ed31b123ba1e33c
5419,D5047,Definition,ID5542: Pi Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5542,5048,43776647975255f3b9c15d616422dd13dfc8edc8
5420,D5048,Definition,ID5543: Classical Limit Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5543,5049,660f31350c7d90d4338f064d3bf97098f177fae8
5421,D5049,Definition,ID5544: Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5544,5050,c2bf57d8c2377f1b6f7aa5fd0ec0668d5c5e0f8e
5422,D5050,Definition,ID5545: Use Decoherence as Computational Resource HiddenStructure Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5545,5051,060b96be3b8c63906d56ea4ae7c50972eabd0194
5423,D5051,Definition,ID5546: DNA Microarray with Probes PragmaticRealization Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5546,5052,b874349eadea3ab8e03da98373756a62a296365f
5424,D5052,Definition,ID5547: Valleys Potential Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5547,5053,09003e2590aabe862aa7d7a6f8ccff80f26793dc
5425,D5053,Definition,ID5548: Where Potential Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5548,5054,240668aeee8d760a309b5c78cce874d5bacca866
5426,D5054,Definition,ID5549: Controlvariables Capacitance Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5549,5055,fb85075d97c33f9a06051a6a18d38aa240a59492
5427,D5055,Definition,ID5550: Epigenetic Energy Definition,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5550,5056,92a57dffa6ce06405673c4f7b04224af854ce4ba
5428,D5056,Definition,ID5551: Acceleration via MMR Knockout Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5551,5057,fa43fd8f7213ca303a71711ac29d6ae67361430b
5429,D5057,Definition,ID5552: Somatic Hypermutation Directed Evolution Immune System Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5552,5058,91a1a17e689d465f424c67ebcc1e7fce7f59035e
5430,D5058,Definition,ID5553: Crispr Mediated Repair Pathway Engineering IV Temperature Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5553,5059,386ff12d655dd482baca436e2dde4a88908c1c8e
5431,D5059,Definition,ID5554: DNA Regulatory Network PowerLaw,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5554,5060,da1104f0f5f6d148bd3b68d5d7caf58836df28fc
5432,D5060,Definition,ID5555: Quantum Like Behavior Without Quantum Coherence BiologicalCriticality Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5555,5061,34ea54d835a483e24de69dea669d6a9e8d9d3ec5
5433,D5061,Definition,ID5556: Drive System Critical Point Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5556,5062,2f8e659409bc7ce8e5873fd772d5d890f70c5efc
